Filename	(E)-hex-2-enal	3-methylbutanal oxime	a-pinene	b-myrcene	(Z)-b-ocimene	(E)-b-ocimene	g-terpinene	methyl benzoate	linalool	(3E)-4,8-dimethylnona-1,3,7-triene	2-methylbenzonitrile	a-campholenal	Decanal	caprolactam	Nonanoic acid	indole	a-copaene	petasitene	trans-a-bergamotene	b-caryophyllene	trans-b-bergamotene	a-farnesene	pseudoionone	trans-Geranylgeraniol	(E)-hex-3-en-1-ol	[(E)-hex-3-enyl] acetate	[(E)-hex-3-enyl] butanoate	[(Z)-hex-3-enyl] butanoate	a-terpineol	cis-a-bergamotene	(1Z,4Z,7Z)-1,5,9,9-tetramethylcycloundeca-1,4,7-triene	(2E)-2,7-dimethylocta-2,6-dien-1-ol	benzaldehyde	D-limonene	methyl salicylate	(E)-4-oxohex-2-enal	p-mentha-1,3,8-triene	4,7-Methano-1H-indene, 2,4,5,6,7,7a-hexahydro-	cosmene	(4E,6Z)-alloocimene	Tricyclo[3.1.0.0(2,4)]hexane, 3,6-diethyl-3,6-dimethyl-, trans-	3-Furaldehyde
NEXP1_ten6n2_N_220725_8142022_02.qgd	3566	0	350948	13276	9528	118975	0	2332	0	1008	1307	414	76366	103852	206642	1289	826	0	2747	3317	7281	122481	0	0	257	0	1936	0	0	908	0	15631	51337	13746	8834	5994	3249	0	1249	2320	0	10061
NEXP1_ten8_N_220725_8142022_12.qgd	4589	0	229698	139151	51241	569372	14771	3124	0	6822	2459	9171	127553	119262	113679	3324	4365	0	14069	5401	53728	787933	0	0	4957	0	0	0	1121	0	0	136508	131805	151120	16164	0	5998	0	7957	11445	21702	31232
NEXP1_ten8_N_220804_9172022_04.qgd	0	0	707668	8484	6221	63827	0	4068	0	724	204	0	15046	27302	154273	1417	1109	0	472	337	1148	8358	0	1250	0	0	626	322	0	567	0	7560	33429	6138	2298	0	1343	0	764	693	0	7498
NEXP1_ten8n1_220725_9142022_13.qgd	0	0	95250	38448	2120	3160	0	3112	0	0	2578	0	309775	39455	323088	3672	862	598	0	0	18922	0	0	0	0	0	0	0	0	0	0	50824	137842	55830	6407	0	0	0	0	293	0	84933
NEXP1_ten8n1_D_220725_8232022_08.qgd	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	2939	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	140	0	0
NEXP1_ten8n2_N_220725_8142022_31.qgd	0	0	55633	0	4031	40423	0	1386	0	0	1657	0	56600	202080	474688	2522	354	0	0	0	17634	0	0	0	0	0	0	0	0	0	0	10779	60127	6997	3194	0	0	0	2221	255	0	10254
NEXP1_ten9_N_220720_9142022_15.qgd	0	0	122215	232592	191999	2148923	24727	5221	0	4878	2642	0	442669	148046	309156	3841	2631	948	9982	5033	29302	444162	60548	0	0	0	0	0	2532	5466	0	219282	230997	197813	14666	13282	21665	0	8550	41261	18190	62596
NEXP1_ten9_N_220725_8122022_11.qgd	0	0	119318	95866	67471	676089	11073	2988	0	0	7783	0	166688	74825	417247	7120	1604	0	0	2367	17908	46160	0	0	0	0	0	0	0	4879	2415	99341	157781	94075	13959	0	8341	0	10828	12681	0	33237
NEXP1_ten9n2_N_220720_9142022_16.qgd	0	0	117541	64071	35143	353848	8037	2502	0	0	2065	0	130288	23817	107750	3827	549	0	809	787	1434	27839	0	3960	0	0	0	0	0	2256	0	72996	125861	68703	7164	0	7240	0	2411	6760	486	135291
NEXP1_ten9n2_N_220725_8122022_17.qgd	0	0	184998	86489	172550	1803268	3021	1854	0	1415	1651	0	22678	29819	508245	2747	0	0	3410	1690	14768	100455	0	5339	0	0	0	0	0	0	0	79683	84192	6812	901	0	23754	9236	7634	27791	0	12306
NEXP1_ten10_D_220725_8142022_23.qgd	7479	0	156194	112296	10147	66419	18384	2497	0	2018	2164	4829	215153	320125	109725	1484	1147	0	5734	0	4198	80871	0	0	23797	0	0	0	1569	12205	0	116575	149878	142438	10214	9315	2933	0	5709	2100	0	33662
NEXP1_ten10_N_220720_9142022_19.qgd	8844	0	138609	138024	17760	69351	27544	3134	0	0	2339	0	456971	166736	293989	2655	1593	0	1078	0	19588	36323	0	0	0	0	0	0	2670	7660	0	128238	222748	192633	16097	4181	0	0	8049	1824	492	57299
NEXP1_ten10n1_N_220725_8122022_02.qgd	2601	0	105818	45487	3995	25806	6912	6640	0	0	1074	0	62220	18391	96876	1500	471	0	0	1237	2168	0	0	0	3864	0	0	0	0	0	0	51967	84695	61022	9216	0	0	0	2051	680	0	20375
NEXP1_ten10n2_D_220725_8142022_26.qgd	4257	0	122924	73683	7650	51703	14745	2924	0	0	2597	0	132367	59892	112090	1889	620	0	2735	0	2004	29975	0	0	905	0	0	0	0	4975	0	78367	143229	100933	6543	3286	2977	0	6251	1659	0	39724
NEXP1_ten10n2_N_220725_8142022_04.qgd	0	0	6056	0	1959	0	0	5069	0	2518	736	0	54760	67816	601616	2279	0	0	0	1714	5962	0	0	0	0	0	0	0	0	4145	0	0	72432	3681	1340	0	0	0	0	303	0	10685
NEXP1_ten11n1_N_220725_8122022_07.qgd	563	0	210726	34276	54238	743441	961	1353	4623	1446	1033	0	38912	82361	62040	1228	1026	0	20442	5098	72316	1512942	0	0	0	0	2527	0	0	0	1369	34765	38996	8384	1475	0	8897	3573	9822	11714	23714	9249
NEXP1_ten11n2_N_220725_8142022_03.qgd	0	0	64	0	0	54	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXP1_ten11n2redo_N_220725_8142022_13.qgd	0	0	44364	48048	97501	1253153	1927	1903	3584	0	1565	0	36498	138904	117497	3051	0	0	11961	687	37575	541413	0	0	0	0	0	0	0	0	0	42741	59379	8971	4863	902	14001	6014	4094	21738	21285	9966
NEXP1_ten12n1_D_220725_8162022_09.qgd	0	0	369365	7274	7591	52777	0	4553	0	662	454	1227	38280	146634	269105	499	1518	0	2696	2795	3158	26780	0	0	0	932	12025	0	0	2406	1002	7932	46249	8326	1540	0	2186	1616	3866	1370	2710	7107
NEXP1_ten12n1_N_220725_8142022_01.qgd	0	0	672648	53393	74735	889851	1312	3207	0	765	1555	687	42139	33914	62714	2793	1357	0	1480	3158	5085	47037	0	0	0	0	18116	0	0	1891	0	46824	39976	18327	1188	1852	5390	3395	5645	13111	0	6995
NEXP1_ten12n2_N_220725_8142022_02.qgd	0	0	610294	107938	215016	2485294	3991	18490	6233	963	664	0	51056	103201	74559	555	1928	0	7422	6477	15068	242538	0	0	0	0	18931	0	0	3597	1645	98137	52628	17314	5692	0	21146	7605	6857	34325	5961	15920
NEXP1_ten13_D_220725_8152022_02.qgd	1345	0	233074	35434	1070	3805	851	5225	5786	6366	2338	0	45923	371443	160357	583	4317	0	0	12206	5685	0	0	0	0	0	0	0	0	0	3450	32693	66257	49100	8225	2228	472	0	2968	0	0	9603
NEXP1_ten13_N_220725_8122022_15.qgd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	209	140	0	175	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0
NEXP1_ten13_N_220804_9172022_08.qgd	1136	0	157972	17178	1237	10720	0	5194	15443	910	382	0	17638	52949	25434	21343	758	357	0	5624	1851	16828	0	0	19315	1997	1113	0	0	93	3226	22769	35122	14760	61049	0	700	0	1153	367	0	8187
NEXP1_ten13n2_D_220725_8152022_04.qgd	0	0	68348	0	837	5061	0	4000	0	2093	925	0	44428	368774	96824	2814	833	0	8498	1943	6982	123101	0	0	0	0	0	0	0	989	1718	5768	53509	6578	1553	0	255	0	0	145	8471	10556
NEXP1_ten13n2_N_220725_8122022_19.qgd	0	0	135479	53624	10156	51747	12845	4280	19318	0	2272	3511	125053	29127	362637	1094	728	0	750	683	2325	18748	0	0	0	0	0	0	945	2851	0	63130	154012	91289	8034	0	1461	0	4999	1393	0	31708
NEXP1_ten13redo_N_220725_8132022_01.qgd	0	0	779	7942	1390	9902	0	3490	0	3070	1671	1496	41480	59125	83166	2765	0	0	2427	1172	4166	68404	0	5066	0	0	0	0	0	412	0	9994	68638	14298	3520	0	0	0	0	213	0	9215
NEXP1_ten14_N_220720_862022_27.qgd	0	0	186268	10529	1591	11983	0	2912	0	2079	2528	0	41110	122646	152792	1292	0	317	26942	6554	49288	1224153	0	0	12748	0	0	0	0	0	4368	0	81453	12560	3577	2737	0	0	3928	361	49042	15596
NEXP1_ten14n2_N_220720_862022_26.qgd	0	0	697980	0	4658	1555	1555	8133	0	0	3037	1598	37967	119793	0	3267	0	0	3690	1406	16337	145710	0	0	0	0	0	0	0	10464	0	56134	165755	42540	9137	0	0	0	6205	822	0	21598
NEXP1_ten14n2_N_220720_9142022_12.qgd	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	67	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0
NEXP1_ten15_N_220725_8142022_16.qgd	0	0	8	1771	868	4012	0	676	0	563	895	0	15297	22129	39254	1045	0	0	0	0	0	14021	0	0	0	0	0	0	0	0	490	2134	25851	3698	0	331	0	0	0	125	908	5639
NEXP1_ten15n2_D_220725_8162022_06.qgd	0	0	273438	4246	2107	2232	0	3510	0	1721	1545	5792	37387	57145	158688	2263	0	0	0	5419	3151	0	0	0	0	0	0	0	0	401	0	5107	68116	8905	1120	0	0	0	0	101	0	8431
NEXP1_ten15n2_N_220725_8142022_09.qgd	0	0	471558	18989	16145	168151	0	17120	0	0	3396	616	37126	137418	0	2548	0	0	21454	11383	68555	680468	0	0	0	0	0	0	0	2761	0	21056	127706	26286	7253	1270	5924	3860	9706	3168	28568	11087
NEXP1_ten16_N_220720_862022_23.qgd	944	0	34207	36997	73967	856525	2232	1747	7283	0	1448	0	34033	263016	112591	2419	0	354	41332	6175	123695	2426800	0	0	0	1742	0	0	0	0	3103	36105	48077	7103	2048	0	18339	4746	4730	12949	55925	6719
NEXP1_ten16_N_220725_8122022_20.qgd	1436	0	143366	35978	52235	554552	4055	1299	0	0	1094	0	33841	32257	99358	1832	0	0	1915	685	8053	87185	0	0	0	0	0	0	0	700	0	42530	54913	21480	2066	0	6655	0	2629	8362	0	15745
NEXP1_ten16n2_N_220720_862022_24.qgd	0	0	145255	59335	106272	1172438	1543	1054	0	1412	1435	0	38702	156675	69866	1511	552	0	15076	3458	48215	696994	0	0	0	0	0	0	0	0	0	54830	55655	17018	3117	0	21249	8025	6022	19612	24931	17117
NEXP1_ten16n2_N_220725_8122022_23.qgd	0	0	58446	9075	15740	0	0	10876	0	0	1438	0	140579	135407	1293972	5544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13066	92410	18061	2813	0	1480	0	0	298	0	16447
NEXP1_ten17_N_220811_9142022_04.qgd	0	0	132583	33302	6255	55438	0	6022	0	0	1420	0	164181	16191	236044	4013	1177	0	0	2963	7494	10499	0	0	0	0	0	0	0	1707	0	39145	85840	43342	9790	0	748	0	3650	1571	0	34373
NEXP1_ten18_D_220725_8152022_01.qgd	3939	0	181835	87373	4273	16873	13726	2805	0	0	1931	0	141511	26563	150160	2183	982	0	2155	3260	2774	13584	0	0	0	0	0	0	976	2130	0	88900	139899	122243	7046	0	0	0	4757	787	0	23739
NEXP1_ten18_N_220725_8142022_20.qgd	4926	0	188190	145905	146065	1654915	2426	3072	0	5959	2144	6834	144600	72266	148159	2577	0	0	12006	4619	38609	552848	0	0	0	0	0	0	1089	0	0	141666	146905	120158	9792	0	15322	0	5765	31306	20844	34566
NEXP1_ten18n2_D_220725_8152022_03.qgd	0	0	56144	20931	4441	31763	0	1338	0	662	868	0	70464	1062660	106948	1263	0	163	14523	3761	24530	517949	0	0	0	0	0	0	854	311	0	20993	53068	21498	4747	0	1569	0	2834	764	23821	8954
NEXP1_ten18n2_N_220725_8142022_06.qgd	0	0	66689	21108	39953	481712	0	1372	0	0	13245	0	34264	153828	155756	2398	0	0	2791	1270	9276	129273	0	0	0	0	0	0	0	1120	0	21544	67842	10500	2027	1701	6564	2838	709	6929	4580	45658
NEXP1_ten19__220817_9172022_12.qgd	2323	0	79827	58428	67394	805184	5640	1355	9748	3189	485	0	68155	82708	17992	2392	969	0	17206	5081	21874	545659	0	0	0	0	0	0	1561	0	8690	56563	33152	35289	5697	3808	3352	0	3451	10163	5502	15332
NEXP1_ten19_N_220725_8142022_17.qgd	0	0	52932	147742	296302	3275815	5694	1658	5958	1991	1190	0	36004	115234	136917	2549	249	0	18434	1355	48446	839636	0	0	0	0	0	0	0	0	0	130738	76151	12488	3856	1119	38470	0	9645	61330	31551	13850
NEXP1_ten19_N_220804_9172022_05.qgd	0	0	93637	70611	139018	1586232	6211	2315	0	1699	578	75	55040	163498	46990	0	417	0	9488	790	22877	553568	0	0	0	0	0	0	378	0	0	67979	44253	24056	4151	0	18184	3308	6053	23006	7308	10859
NEXP1_ten19n2_N_220725_8142022_15.qgd	0	0	18587	149321	366046	4125877	2696	2345	13151	1288	1228	0	29276	87561	137698	1991	0	0	75206	0	167383	3651271	0	0	0	0	0	0	0	397	0	132010	69893	12980	6960	0	34287	10351	10662	57815	96203	8667
NEXP1_ten20_N_220725_8122022_27.qgd	0	0	31205	0	13938	165294	0	3259	0	3689	1821	279	63612	40879	190359	3608	0	0	0	0	4066	0	0	0	0	0	0	0	0	819	0	16382	63590	9077	5603	0	3199	1480	5898	2694	0	10850
NEXP1_ten20_N_220804_9172022_09.qgd	1408	0	16094	63198	116169	1401427	3823	4835	31961	0	1742	0	40599	292389	85649	39647	769	0	967	14465	4776	20039	0	0	22002	0	0	0	0	0	7893	57691	49391	14381	51514	363	11505	2869	12246	16753	0	11286
NEXP1_ten20n1_D_220725_8162022_03.qgd	0	0	0	43	71	0	62	0	0	0	66	0	0	0	0	0	0	28	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0
NEXP1_ten20n1redo_D_220725_8162022_08.qgd	6367	0	260755	68888	7104	69050	15987	5582	0	0	1168	6418	114669	33461	135048	1557	1210	14543	2287	0	1638	21122	0	0	10279	11623	0	0	0	735	0	73259	148153	124918	11286	0	0	0	1969	1281	0	50374
NEXP1_ten20n2_N_220725_8122022_28.qgd	1140	0	57751	71677	158439	2003458	2868	864	13808	1547	1788	0	63830	98778	217780	3167	0	0	30052	0	91108	1528832	0	0	0	0	0	0	0	0	0	66499	70255	19337	5784	1734	21583	7280	7349	27123	39091	15441
NEXP1_tenA3__220720_9162022_01.qgd	3006	0	185660	64184	1378	3211	3042	702	0	2678	752	0	66868	210108	22521	385	1024	0	657	1745	3882	7674	11585	0	0	0	0	847	0	0	566	62948	42551	59281	2582	6228	453	0	643	0	0	166
NEXP1_tenA5__220720_9162022_02.qgd	0	0	98429	0	13874	1647	1317	2155	0	0	783	0	36603	79386	41166	1960	113	0	0	866	2950	4925	12962	615	22198	6241	0	0	0	0	1975	18150	40428	14819	4843	1184	228	0	0	0	0	23016
NEXP1_tenA14__220720_9162022_03.qgd	1537	0	20847	0	630	3076	409	6712	3737	0	338	0	77074	440427	32542	899	0	0	1860	0	1783	21875	15407	0	43988	35935	4874	3050	1008	3649	0	6106	24287	5958	8620	5719	154	0	590	148	0	12842
NEXP1_tenA16__220720_9162022_04.qgd	0	0	250972	0	398	1634	0	3745	0	0	0	0	11510	17495	13646	1018	0	0	0	527	0	0	6760	0	0	493	0	0	0	0	1476	4764	16331	2740	3141	0	229	0	427	0	0	7849
NEXP1_tenB7__220720_9162022_08.qgd	1239	0	28477	29780	18386	3941	0	4871	18838	0	778	0	106745	342365	74845	35048	815	542	2676	5860	1326	40042	0	0	28227	4893	1795	0	0	0	4251	37023	45871	21961	87430	3129	656	0	1163	441	1716	12264
NEXP2Leaf_Max-93__220824_9182022_23.qgd	5863	0	23733	0	30898	0	0	5527	0	952	1775	0	64078	84635	188617	1830	0	445	0	341	3133	0	0	0	9217	0	0	0	0	0	0	16536	90346	39262	3725	7760	0	0	0	79	0	13359
NEXP2Leaf_1-7__220824_9182022_06.qgd	0	0	39270	31653	61962	3214	4884	2514	0	0	853	0	187714	68008	92859	1360	543	174	0	0	8217	0	0	0	4054	0	0	0	929	508	0	41601	81891	64780	5978	4848	0	0	0	0	0	17953
NEXP2Leaf_1-9__220824_9182022_11.qgd	2728	0	25939	0	1321	2860	0	2251	0	0	453	0	98783	207022	70136	1358	478	545	0	448	5316	0	0	0	0	0	0	0	509	533	0	43291	66895	76155	2838	4382	334	0	899	189	0	12578
NEXP2Leaf_1-10__220824_9182022_03.qgd	8100	0	20503	0	630	0	0	4695	22472	0	624	3732	34498	34319	38083	21464	473	132	0	601	1566	1952	0	1076	35792	0	0	1139	0	391	3643	13030	49542	24642	35538	14983	353	0	0	0	0	10643
NEXP2Leaf_1-14__220824_9182022_12.qgd	0	0	3902	0	434	0	0	1449	0	721	1822	0	26137	191955	83279	2788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52999	8106	1336	2026	0	0	0	0	0	10712
NEXP2Leaf_1-35__220824_9182022_15.qgd	1936	0	4731	0	2074	100	0	948	0	497	583	0	16695	116108	29519	1839	0	0	0	0	0	0	0	0	4952	2890	0	0	0	0	0	0	20444	2077	927	3551	88	0	0	0	0	2977
NEXP2Leaf_1-37__220824_9182022_09.qgd	0	0	5257	0	5885	167	0	1231	0	1351	1277	0	40713	26958	69108	2634	0	259	0	483	0	0	0	0	0	0	0	0	0	439	0	0	61005	6831	1074	0	0	0	0	0	1253	8652
NEXP2Leaf_1-44__220824_9182022_18.qgd	0	0	36783	0	90471	1618	4300	5561	0	0	2192	0	180513	27764	238916	2170	562	538	0	0	7027	0	0	0	0	0	0	0	0	2072	0	59777	140805	110255	4835	0	861	0	0	0	0	19887
NEXP2Leaf_1-45__220824_9182022_08.qgd	0	0	42214	0	77217	2437	4688	2415	0	0	1375	20263	112547	109819	72083	2422	0	183	0	0	4107	0	0	2035	0	0	0	0	517	2137	0	42554	82486	90636	7023	0	443	0	0	320	0	20627
NEXP2Leaf_1-55__220824_9182022_22.qgd	0	0	3810	0	4219	160	160	2008	0	0	1475	0	33654	235138	63281	1741	62	0	0	0	4290	0	0	0	0	0	1034	0	0	0	0	0	49504	4990	1350	2934	0	0	0	0	0	8970
NEXP2Leaf_2-68__220824_9182022_21.qgd	1143	0	8429	0	8099	0	0	989	0	0	750	0	39569	378829	50938	1103	0	0	0	0	2071	0	0	5312	0	0	0	0	0	0	1005	4304	40503	7802	2557	2558	230	0	0	146	0	38126
NEXP2Leaf_3-75__220824_9182022_04.qgd	4963	0	25221	0	19412	0	0	997	0	0	307	0	63950	104335	33425	972	0	0	0	459	2749	0	0	0	12354	2967	0	0	0	753	0	10018	39692	21886	1882	17555	0	0	0	0	0	8846
NEXP2Leaf_4-79__220824_9182022_16.qgd	0	0	1817	0	2556	0	0	766	0	0	869	0	18653	116594	195377	1727	0	0	545	0	0	0	0	3120	0	0	0	0	0	0	0	0	20556	3030	981	0	0	0	0	0	0	4061
NEXP2Leaf_4-84__220824_9182022_14.qgd	1639	0	1758	0	1963	0	0	3714	0	0	1703	0	26863	135446	79044	559	0	981	0	0	0	0	0	0	0	0	0	0	0	313	0	0	63909	2091	1670	2498	0	0	0	156	0	5689
NEXP2Leaf_4-85__220824_9182022_07.qgd	4190	0	1601	0	1512	0	0	2160	0	0	2221	0	19932	64571	71956	2674	0	0	0	0	0	0	0	1357	0	0	0	0	0	643	0	0	44476	1715	1305	4115	0	0	0	0	0	5375
NEXP2Leaf_5-87__220824_9182022_17.qgd	0	0	0	0	0	0	0	0	0	0	0	0	0	1416	0	0	0	0	0	0	157	0	0	0	0	0	82	0	111	0	0	146	0	0	0	242	0	0	0	0	0	0
NEXP2Leaf_5-87redo__220824_9192022_23.qgd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXP2Leaf_5-88__220824_9182022_05.qgd	4089	0	5153	0	4120	281	0	2814	0	0	2604	0	36934	51443	85032	2456	0	0	0	0	0	0	0	0	0	1330	0	0	0	0	0	0	89097	5644	4165	4908	247	0	0	0	0	9292
NEXP2Leaf_818aT6_9182022_06.qgd	0	0	21131	0	17097	532	364	1602	0	572	850	0	44897	13067	20869	1349	0	0	0	0	1187	0	0	0	0	0	0	0	0	427	0	11682	51627	19808	1736	774	0	0	0	119	0	11472
NEXP2Leaf_919aT1_9192022_01.qgd	0	0	32706	17317	996	2206	0	1395	0	0	1202	2899	99712	15910	95474	1399	452	241	0	275	8983	0	0	0	0	0	0	0	629	1107	0	22675	79414	73992	2960	0	0	0	0	232	0	18753
NEXP2Leaf_919aT2_9192022_02.qgd	346	0	6413	0	3674	267	0	1115	0	0	406	0	6924	58133	21692	1216	0	0	0	0	705	0	0	0	473	0	0	0	0	0	0	2839	23851	4545	918	379	138	0	0	201	0	7755
NEXP2Leaf_919aT3_9192022_03.qgd	0	0	3601	0	2417	0	0	7104	0	0	1063	0	16473	23718	429545	1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105990	3296	2266	1417	0	0	0	0	0	9527
NEXP2Leaf_919aT4_9192022_04.qgd	1049	0	3565	0	3805	261	0	3521	0	647	1327	0	22837	30630	39033	1602	116	0	0	0	1545	0	0	0	0	387	0	0	0	0	0	0	55874	4901	1847	868	0	0	0	0	0	8184
NEXP2Leaf_919aT5_9192022_05.qgd	17298	0	9251	0	7468	0	897	2079	0	0	720	89	21549	72700	22113	1091	454	0	0	0	1248	0	0	0	20101	5540	0	2374	0	0	0	4230	31768	8765	2292	56805	0	0	0	0	0	10874
NEXP2Leaf_919aT6_9192022_06.qgd	0	0	46897	0	1298	1726	4682	1679	0	0	291	17818	163891	131302	30839	594	520	0	214	0	5624	0	0	0	0	0	0	0	609	1915	0	61401	81503	114887	3733	0	0	0	0	154	0	17657
NEXP2Leaf_919aT7_9192022_07.qgd	0	0	42606	0	93967	1947	4951	2499	0	0	688	0	226622	13867	34512	773	384	0	0	329	14076	0	0	0	0	0	0	0	689	1530	0	58314	76585	111979	5326	0	342	0	0	161	0	16270
NEXP2Leaf_919aT8_9192022_08.qgd	0	0	7774	0	8443	0	0	2589	6845	0	380	0	15642	10965	50314	8923	0	194	0	1781	1005	0	0	0	5139	850	0	0	0	0	1706	10178	31986	10086	35651	0	0	0	0	0	0	4707
NEXP2Leaf_919aT9_9192022_09.qgd	574	0	7532	0	2366	0	0	0	13686	0	329	0	17155	9851	14316	15248	0	0	950	5579	950	0	0	0	6453	0	0	0	0	0	1950	2127	16466	3113	26142	145	0	0	0	0	0	5506
NEXP2Leaf_919aT10_9192022_10.qgd	1981	0	3587	0	152	0	126	455	0	0	228	0	22830	94356	15882	341	0	0	0	0	640	0	0	314	0	969	360	0	0	0	149	0	13883	1412	723	2253	0	0	0	96	0	3823
NEXP2Leaf_919aT11_9192022_11.qgd	0	0	1041	0	2254	0	0	769	0	0	454	0	16643	15133	26035	681	0	406	0	0	1215	0	0	0	0	427	2692	0	0	0	0	0	20371	2787	2942	272	0	0	0	0	0	6347
NEXP2Leaf_919aT12_9192022_12.qgd	0	0	1039	0	599	0	0	832	0	0	0	41	7682	64618	27452	716	0	274	0	0	913	0	0	0	658	0	0	0	0	0	0	0	12415	606	1876	95	0	0	0	0	234	3205
NEXP2Leaf_919aT13_9192022_13.qgd	7754	0	5405	0	1293	0	0	259	0	0	645	0	10968	11061	20937	631	0	0	0	0	0	0	0	440	0	4108	0	0	0	0	209	0	18719	1198	790	11410	0	0	0	0	0	5746
NEXP2Leaf_919aT14_9192022_14.qgd	15022	0	3146	636	2563	0	0	1199	0	654	607	0	11951	97382	25398	655	0	92	0	1037	1063	0	0	0	4683	0	0	0	0	0	1297	764	16200	1576	2861	14976	0	0	0	0	0	2663
NEXP2Leaf_919aT15_9192022_15.qgd	14523	0	1694	299	1203	0	0	212	0	0	197	0	8150	84069	10486	113	0	0	210	0	0	0	0	0	4986	3974	0	0	0	0	0	0	9951	682	509	10780	0	0	0	0	0	2152
NEXP2Leaf_919aT16_9192022_16.qgd	9835	317	12094	1993	3905	0	0	1049	0	0	523	0	13757	10387	18637	492	0	0	0	0	0	0	0	957	2444	1182	0	0	0	0	643	3231	23665	4050	573	10777	0	0	0	60	0	5153
NEXP2Leaf_919aT17_9192022_17.qgd	3178	0	2024	0	1602	0	0	1585	0	0	490	0	10327	25797	21456	840	0	575	0	0	0	0	0	817	2006	0	0	0	0	0	0	0	20731	1248	1012	2069	0	0	130	0	0	4593
NEXP2Leaf_919aT18_9192022_18.qgd	4787	0	1388	0	1849	0	257	1029	0	0	423	106	19554	78939	26126	739	0	0	0	0	0	0	0	656	6062	2146	0	210	0	0	0	0	26642	1278	777	6439	0	0	0	139	0	0
NEXP2Leaf_919aT19_9192022_19.qgd	0	0	30310	21765	44283	1500	4072	2505	0	0	291	0	129504	10130	26725	5558	687	0	0	0	2323	0	0	2193	1835	0	0	0	1231	3553	0	30415	72858	43383	4079	3442	527	0	0	0	0	13526
NEXP2Leaf_919aT20_9192022_20.qgd	6941	0	1727	0	2042	0	0	1174	0	883	534	0	26092	142703	22007	857	0	0	0	0	2433	0	0	680	3218	0	0	0	0	0	0	1377	26959	1417	1142	11426	0	0	0	131	0	3563
NEXP2Leaf_919aT21_9192022_21.qgd	2560	0	3869	577	1505	189	189	810	0	0	424	133	27598	95330	37159	523	0	41	0	0	0	186	0	0	7352	2952	0	0	0	0	0	0	14373	1272	620	2007	0	0	0	0	0	0
NEXP2Leaf_919aT22_9192022_22.qgd	1793	0	1289	0	761	0	0	302	0	0	257	93	16450	72208	10453	523	0	302	0	0	1118	0	0	0	3564	2412	0	0	0	0	0	0	12567	640	985	0	0	0	98	0	0	0
NEXP2Leaf_919aT24_9192022_24.qgd	9888	0	1010	0	1905	0	0	598	0	0	358	0	40229	227433	18387	646	0	0	0	0	1324	0	0	0	3220	673	226	0	0	0	0	729	29723	1262	1232	1429	0	0	0	0	0	2507
NEXP2Leaf_919aT25_9192022_25.qgd	0	0	1979	0	59	0	0	553	0	0	0	0	5543	27389	4928	324	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	9871	724	487	0	69	0	0	0	0	0
NEXP2Leaf_919aT26_9192022_26.qgd	0	0	1722	0	1495	0	0	1738	0	0	1019	0	33867	250870	52631	1091	0	0	0	277	10022	0	0	0	0	0	313	0	0	0	0	0	42067	1503	910	584	0	0	0	0	0	11078
NEXP2Leaf_919bT1_9192022_01.qgd	4109	0	409	0	355	0	0	476	0	495	582	0	14075	22963	36105	716	0	0	0	0	1369	0	0	0	1386	2087	0	0	0	0	0	0	27008	351	526	1385	0	0	0	0	0	7293
NEXP2Leaf_919bT2_9192022_02.qgd	11528	0	2189	0	1281	0	0	1313	0	0	446	0	17440	56091	18523	440	0	0	0	0	330	0	0	0	12379	2030	0	0	0	0	142	1138	21323	1033	1237	8526	0	0	0	0	0	10887
NEXP2Leaf_919bT3_9192022_03.qgd	8873	0	968	0	1052	0	0	1344	1137	0	462	0	22793	137490	30989	607	0	0	0	0	2202	0	0	606	4377	0	0	0	0	0	292	0	19636	721	1804	8028	222	0	0	0	0	5357
NEXP2Leaf_919bT4_9192022_04.qgd	6890	0	1570	0	685	0	0	2875	0	0	694	0	11725	24280	17759	677	0	0	0	0	930	185	0	551	7060	1360	0	0	0	334	0	0	27887	767	1365	95993	135	0	0	0	0	4311
NEXP2Leaf_919bT5_9192022_05.qgd	2156	0	1715	0	1483	0	0	924	0	0	244	0	13595	146273	13278	711	0	0	0	0	3137	0	0	402	2861	1457	0	0	262	0	0	1466	21209	1514	1160	1102	0	0	0	0	0	3423
