Filename	(E)-hex-2-enal	3-methylbutanal oxime	a-pinene	b-myrcene	(Z)-b-ocimene	(E)-b-ocimene	g-terpinene	methyl benzoate	linalool	(3E)-4,8-dimethylnona-1,3,7-triene	2-methylbenzonitrile	a-campholenal	Decanal	caprolactam	Nonanoic acid	indole	a-copaene	petasitene	trans-a-bergamotene	b-caryophyllene	trans-b-bergamotene	a-farnesene	pseudoionone	trans-Geranylgeraniol	(E)-hex-3-en-1-ol	[(E)-hex-3-enyl] acetate	[(E)-hex-3-enyl] butanoate	[(Z)-hex-3-enyl] butanoate	a-terpineol	cis-a-bergamotene	(1Z,4Z,7Z)-1,5,9,9-tetramethylcycloundeca-1,4,7-triene	(2E)-2,7-dimethylocta-2,6-dien-1-ol	benzaldehyde	D-limonene	methyl salicylate	(E)-4-oxohex-2-enal	p-mentha-1,3,8-triene	4,7-Methano-1H-indene, 2,4,5,6,7,7a-hexahydro-	cosmene	(4E,6Z)-alloocimene	Tricyclo[3.1.0.0(2,4)]hexane, 3,6-diethyl-3,6-dimethyl-, trans-	3-Furaldehyde
NEXP1_816T12_D_220725_8162022_12.qgd	1007	0	257901	18681	10352	57807	0	1233	0	0	1427	278	36317	291567	122443	2575	633	0	8567	2763	5177	96467	0	0	0	0	0	0	0	540	878	19178	48485	18869	3210	1594	2133	0	2831	1797	11164	13438
NEXP1_816T13_D_220725_8162022_13.qgd	2256	0	173057	57844	27135	237448	1492	1625	6740	2636	571	1274	29136	568888	47875	1025	6067	4165	32555	14090	27084	440024	0	0	16232	10964	3406	0	551	0	33685	56204	36442	51620	3125	13015	4583	0	2277	3680	19748	7198
NEXP1_816T14_D_220725_8162022_14.qgd	1249	0	609429	11968	1017	4811	0	1621	0	0	1292	391	40968	42811	90106	968	0	2891	0	463	1008	0	0	0	0	0	0	0	0	1715	1269	12102	55842	19449	2611	0	1549	0	2372	356	0	13346
NEXP1_816T15_D_220725_8162022_15.qgd	4880	0	112001	81838	7341	50762	15923	2740	0	0	1607	0	161415	448992	131750	1743	1051	0	21467	2741	24813	442605	0	0	0	0	0	0	1509	0	0	86085	145068	115568	8711	7020	2711	0	5034	1442	24332	32210
NEXP1_816T16_D_220725_8162022_16.qgd	1063	0	196503	7462	7935	59623	0	2007	0	449	1478	0	31188	192201	120823	2244	1498	0	5439	1537	7317	76145	0	0	0	0	0	0	0	1081	3456	8001	55116	8687	1652	1623	2488	1585	3870	1724	5410	6732
NEXP1_816T19_D_220725_8162022_19.qgd	5106	0	122661	63187	3448	25849	14745	3733	0	0	3733	0	147149	78763	172802	3838	1071	0	0	0	7751	0	0	0	0	0	0	0	0	1721	0	65514	156091	93908	6821	2021	645	0	4139	958	0	29583
NEXP1_816T20_D_220725_8162022_20.qgd	0	0	115609	3574	3721	13055	0	1811	0	1077	1112	0	23401	190587	90263	701	0	0	0	483	2828	0	0	0	0	1348	0	0	0	613	475	4496	86948	5557	1376	0	0	678	625	697	0	7561
NEXP1_817bT1_9172022_01.qgd	1111	0	72892	6305	1402	8393	838	425	0	927	80	0	20498	288262	12180	119	1366	0	0	3050	920	26920	0	0	4305	0	0	0	338	0	593	7811	16704	19149	1173	1204	429	0	885	387	1068	7128
NEXP1_817bT2_9172022_02.qgd	0	0	57765	33375	6984	5354	6902	2456	0	0	0	0	128467	56410	46141	2398	737	0	0	1652	6968	0	0	0	0	0	0	0	1196	671	0	43965	73709	60516	5230	0	0	0	0	322	418	18085
NEXP1_817bT3_9172022_03.qgd	0	0	37315	4359	2380	20751	0	791	0	0	0	0	18282	162289	33560	427	609	0	0	0	1990	0	0	0	1338	0	0	0	0	0	0	5508	24106	23472	1704	0	761	0	914	517	0	5746
NEXP1_817bT4_9172022_04.qgd	0	0	89571	12632	2152	18414	2259	3137	0	0	0	2183	36869	99444	44355	1186	694	0	1468	1280	2048	25156	0	671	0	0	0	0	0	0	0	18100	48964	47237	2851	0	616	0	1215	386	971	10251
NEXP1_817bT5_9172022_05.qgd	0	0	106774	96319	13988	0	21770	6870	0	0	2077	0	350656	128854	958549	590	1781	0	0	0	7424	0	0	0	0	0	0	0	0	5444	0	115173	193235	169627	13968	0	0	0	6646	548	1187	39618
NEXP1_817bT6_9172022_06.qgd	0	0	87306	0	2019	12757	0	1603	0	0	483	0	25446	108800	49217	1182	0	152	728	0	1101	8292	0	0	0	0	0	0	0	1220	0	7743	36655	10014	1695	434	233	0	0	214	0	7636
NEXP1_817bT7_9172022_07.qgd	0	0	56179	13109	7140	60560	0	3472	0	0	976	0	50934	91940	142495	1413	332	0	0	863	0	0	0	0	0	0	0	0	0	875	0	17289	63687	21146	3788	0	356	0	2158	980	0	9708
NEXP1_817bT8_9172022_08.qgd	0	0	195277	22443	17730	2788	0	5188	11639	580	593	0	27950	20374	46827	17221	393	900	0	4774	934	0	0	0	12946	0	0	0	0	0	3411	26530	50425	21347	68894	0	317	0	947	328	0	9133
NEXP1_817bT9_9172022_09.qgd	0	0	244895	53480	5207	42062	628	2704	20865	0	552	0	34542	187546	121789	20030	367	0	3766	9026	8798	101142	0	594	15321	0	6690	0	0	917	1993	49743	24612	39424	36383	0	1276	0	509	480	1376	6876
NEXP1_817bT10_9172022_10.qgd	0	0	31671	0	1281	7528	0	755	0	0	372	0	51588	196763	50798	557	0	0	0	0	0	0	0	0	0	0	0	0	0	295	174	3380	28425	6477	1543	1028	690	0	877	147	0	5085
NEXP1_817bT11_9172022_11.qgd	14906	0	271959	129150	8413	13772	15611	4184	0	10842	1826	0	292217	65765	99033	1797	926	0	20486	16858	10524	307175	0	0	48160	22843	0	17154	2749	3953	5981	139781	146136	188490	12599	23822	1080	0	2297	515	10138	30626
NEXP1_817bT12_9172022_12.qgd	38278	0	110207	145412	10886	34690	17117	4841	0	0	1607	0	375977	150530	108786	5345	1699	0	1190	13814	8615	22714	0	0	36211	0	0	0	4321	39303	4287	153667	160874	242899	15515	87709	0	0	1975	1100	0	37880
NEXP1_817bT13_9172022_13.qgd	16150	0	139659	136958	10167	46232	14883	4503	0	0	2389	16456	299684	95954	107431	2223	1467	0	5739	2839	3499	45711	0	0	18968	0	0	0	0	25673	7116	140409	169089	183919	10381	25756	3092	0	3320	1479	2903	32992
NEXP1_817bT14_9172022_14.qgd	2550	0	321773	46157	39414	312141	3466	1831	8041	1407	366	0	50358	164282	22131	1066	1728	1510	27315	7577	24691	412768	0	58830	25879	0	0	2244	552	1214	9056	49355	50118	41122	5077	5250	5611	0	2648	4791	14202	13957
NEXP1_817bT15_9172022_15.qgd	8236	0	748566	16073	2575	8108	0	1561	0	2276	938	402	39114	22569	20854	777	0	0	1155	1374	486	15026	0	1247	7868	3106	0	5009	489	492	1894	15384	55615	21495	1705	22396	0	0	1141	292	1767	11304
NEXP1_817bT16_9172022_16.qgd	12479	0	1589803	142602	10270	17612	11718	5229	0	6332	700	7346	179333	19196	680580	0	2260	0	3551	3334	2897	16611	0	0	9720	0	0	0	1482	2875	6545	149592	134588	255181	8201	33027	2896	0	3743	565	0	27059
NEXP1_817bT16redo__220824_9182022_10.qgd	1093	0	288519	41560	38711	208231	1725	3916	0	3357	1769	0	44684	331426	178230	4488	2422	0	119520	9642	85469	1705379	0	45649	27105	0	0	0	0	920	18866	40284	105795	71808	2842	4068	7419	4344	14034	7657	164919	8958
NEXP1_817bT17_9172022_17.qgd	15435	0	430238	51706	3398	10261	1890	884	0	2483	629	491	45455	132981	45599	401	732	180	3964	607	2487	23667	0	0	32680	9165	0	0	1199	5348	0	51906	54934	92361	2704	66068	854	0	1081	299	2032	9864
NEXP1_817bT18_9172022_18.qgd	0	0	167251	38070	12825	8264	7970	7235	0	0	0	0	147060	32464	34173	798	195	0	2241	2973	5252	7899	1444	0	3714	0	0	0	1270	5499	1435	48693	68694	69268	5530	0	1268	0	1960	458	0	13602
NEXP1_817bT19_9172022_19.qgd	0	0	266262	29117	4723	23906	1241	1838	0	4356	561	0	61978	267062	112915	1409	680	0	631	569	1247	6899	0	0	8094	4974	558	0	0	5837	0	27364	55992	38022	3884	1150	1528	0	3068	761	238	0
NEXP1_817bT19redo__220824_9182022_13.qgd	2328	0	63268	11813	4359	30463	2322	3510	0	0	1367	0	65650	89521	125175	1778	238	319	10358	809	13127	179074	0	0	11024	0	0	0	0	0	0	0	71632	20610	3326	1692	1076	0	2499	1038	15954	10019
NEXP1_817bT20_9172022_20.qgd	0	0	393140	40817	16428	2501	7234	1984	0	676	0	7089	151224	23426	51842	460	394	0	0	0	5456	5110	0	0	4734	0	0	0	1126	2181	405	50979	64663	72597	5732	1882	940	0	0	288	0	11180
NEXP1_817bT21_9172022_21.qgd	0	0	144310	4528	2082	0	0	3697	0	0	1590	0	65744	51464	0	2245	0	0	2294	1006	0	19952	0	0	0	0	0	0	0	0	0	0	109338	12478	8699	1277	0	0	0	259	2455	7777
NEXP1_817bT22_9172022_22.qgd	4906	0	150901	89827	142415	0	15073	4527	0	4219	1367	0	408034	280413	413178	3827	1662	0	0	591	6832	0	43792	0	0	0	0	0	3272	4181	0	74582	167048	150206	11247	0	0	0	0	624	1031	28667
NEXP1_817bT23_9172022_23.qgd	0	0	168584	95719	14869	13787	14845	4243	0	0	1658	0	355819	78164	121463	0	4476	0	2787	18349	6181	16043	31384	0	588	0	0	0	3180	3506	6587	108151	163009	160459	10940	0	0	0	4971	760	449	34808
NEXP1_817bT24_9172022_24.qgd	4359	0	410028	72229	1366	5186	3572	1739	4022	1620	829	0	48351	146889	91500	610	1967	0	0	102237	6718	41704	24720	790	47488	19716	0	0	2090	0	31200	66273	57434	66527	7563	12784	1738	0	1732	0	3585	15444
NEXP1_817bT25_9172022_25.qgd	2309	0	182581	17208	6342	31637	0	1032	0	0	330	1901	52623	346363	42835	906	261	719	361	1226	1088	4579	16293	0	11209	0	0	0	0	4521	472	19346	39291	29028	3046	4412	1314	0	1737	884	0	52173
NEXP1_817bT26_9172022_26.qgd	0	0	128089	31064	10201	4117	6945	1251	0	0	891	0	102202	17570	25264	1293	0	0	0	0	4214	0	10040	0	0	0	0	0	750	1880	0	41221	62929	56489	3637	0	0	0	0	231	229	14566
NEXP1_817bT27_9172022_27.qgd	474	0	66270	0	4009	23450	0	1746	0	0	1719	0	48835	394758	30036	2164	856	435	49825	2048	37423	841687	0	0	0	0	0	0	0	665	0	7995	45947	8945	4311	1349	860	0	1639	696	36476	9861
NEXP1_817bT28_9172022_28.qgd	0	0	49511	0	1645	9329	0	739	0	0	242	0	40052	106487	19337	420	0	0	378	2653	1909	0	0	0	0	0	0	0	0	350	1224	6564	43123	9138	1184	520	0	0	468	0	0	9063
NEXP1_818aT1_9182022_01.qgd	0	0	200421	13534	25051	142563	0	1206	0	1782	1228	127	40471	49143	78301	2323	209	502	1941	0	1445	14847	0	0	0	0	0	0	0	0	0	13166	67368	9228	1439	0	3698	1877	5218	5809	2138	22198
NEXP1_818aT2_9182022_02.qgd	4291	0	72381	78321	132077	9098	16357	3678	0	0	1289	42436	297996	0	43419	1564	0	0	0	0	12523	0	0	0	0	0	0	0	0	3702	0	96083	146023	131917	11615	0	0	0	0	650	0	40394
NEXP1_818aT3_9182022_03.qgd	0	0	5093	0	739	3707	0	2208	0	2082	850	0	34553	54939	338635	1864	0	0	0	0	2807	0	0	0	0	0	0	0	0	0	0	0	58592	3954	2246	0	0	268	0	147	0	10634
NEXP1_818aT4_9182022_04.qgd	2363	719	66260	33608	4264	15750	5697	4016	0	1277	595	5902	85064	89314	103220	1189	616	335	22596	0	25321	504149	0	0	0	0	0	0	685	2703	0	42475	57154	55026	4613	0	0	0	1819	557	23887	11302
NEXP1_818aT5_9182022_05.qgd	0	0	74863	12097	21737	3360	5056	2569	0	0	652	0	62737	171670	84512	748	389	0	0	320	2341	0	0	0	0	0	0	0	0	1262	0	0	48081	22714	4337	0	0	0	0	0	0	15006
NEXP1_915T1_9152022_01.qgd	2562	0	113193	43405	5700	48444	5707	1706	0	0	1371	0	115709	17130	33738	1546	413	0	0	369	3155	8671	0	0	0	0	0	0	0	0	0	51665	84710	54471	4066	1049	1771	0	2550	1089	0	40406
NEXP1_915T2_9152022_02.qgd	0	0	24784	0	18233	225561	2486	2132	0	0	320	0	24958	14106	38606	1264	0	81	0	360	1398	14065	0	0	0	0	0	0	0	0	0	10252	30527	4424	2740	0	2521	0	672	2559	317	18044
NEXP1_915T3_9152022_03.qgd	0	0	57706	12853	9724	93684	2748	1340	6935	0	439	0	35021	88163	18176	1080	379	0	1440	0	4247	50495	0	0	0	0	0	0	0	0	0	14524	36644	13051	3359	697	1290	0	487	1068	518	16049
NEXP1_915T4_9152022_04.qgd	0	0	17306	0	1495	11418	0	5676	2007	662	453	0	24367	82351	17056	1422	0	0	0	1134	2076	0	0	0	3420	738	0	0	0	0	0	0	22460	4259	7436	0	0	0	691	190	0	10751
NEXP1_915T5_9152022_05.qgd	0	0	20598	70228	150824	1904106	21068	4248	8531	781	1078	0	26170	75364	398078	3562	0	0	103808	0	237274	4611810	0	8280	0	0	0	0	0	2047	0	66875	53585	6320	5997	0	23493	5354	24100	22507	64480	13297
NEXP1_915T6_9152022_06.qgd	0	0	152620	0	18113	211985	2239	2008	0	0	329	0	18779	74488	15122	782	682	0	1955	1424	5429	71135	0	0	0	0	752	0	0	0	0	17547	24292	5726	2531	970	2295	0	2520	1797	0	10587
NEXP1_915T7_9152022_07.qgd	765	0	34578	2866	688	5230	0	2914	1803	233	0	0	20315	69756	7902	1323	836	0	0	1750	128	2964	1171	253	11046	2785	301	0	0	0	587	3568	12323	3399	7395	532	214	0	332	147	0	5068
NEXP1_915T8_9152022_08.qgd	0	0	71003	33380	11260	46004	0	0	46374	0	664	0	24415	311188	97348	59151	826	817	1080	1142	3064	4778	8767	0	53409	3399	0	0	0	0	7685	38793	59757	22614	112886	5041	2418	0	1822	1416	0	10142
NEXP1_915T9_9152022_09.qgd	0	0	106587	0	1464	8333	0	1213	0	359	461	0	28557	30309	35779	1653	0	0	0	625	838	4338	0	0	0	0	304	0	0	0	0	4708	37211	2185	1559	0	0	0	1246	292	0	10442
NEXP1_915T9redo_D_220725_9162022_09.qgd	0	108	0	0	0	0	0	97	0	0	0	0	0	3304	0	0	0	0	80	0	529	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0
NEXP1_915T9redoagain_9162022_09.qgd	2105	0	63269	0	1808	6120	0	0	136766	0	1061	0	60110	476579	78612	21006	2179	0	10468	8191	7407	99962	0	0	75916	1773	1685	0	0	0	23352	0	84266	15701	93671	4542	245	0	0	317	11435	17250
NEXP1_915T10_9152022_10.qgd	0	0	122535	104974	16005	5141	0	6083	0	0	3686	0	467786	52123	795213	4359	0	0	0	0	17837	0	0	0	0	0	0	0	0	5511	0	99257	221787	181598	20572	0	0	0	8773	797	0	53937
NEXP1_915T11_9152022_11.qgd	0	0	15675	0	5841	48505	0	4991	0	0	1525	0	100825	440482	0	4059	1561	0	0	0	15627	8815	0	4997	0	0	0	0	1951	2521	0	13521	125753	10585	12190	3645	0	0	4923	1546	0	21354
NEXP1_915T12_9152022_12.qgd	5435	0	113894	98213	10822	0	14416	74	0	0	1648	0	303411	27255	222206	2095	0	1242	632	455	14685	0	0	0	0	0	0	0	1376	3070	0	91257	162168	130104	9642	0	0	0	5882	607	0	38369
NEXP1_915T13_9152022_13.qgd	0	0	48757	0	1443	0	0	2819	0	0	1208	0	19302	12400	94906	2162	134	0	0	295	1673	0	0	0	0	0	0	0	0	357	388	0	40823	1896	6802	0	0	0	0	0	0	9980
NEXP1_915T14_9152022_14.qgd	0	0	52218	2300	4672	0	0	569	0	0	414	1597	31751	133399	60357	597	0	255	0	0	2533	0	0	0	125	0	210	0	0	403	0	0	22976	5030	2450	2497	0	0	0	0	0	14825
NEXP1_915T15_9152022_15.qgd	6128	0	130516	102110	13151	37806	18564	3640	0	12960	1725	0	382963	244413	512461	1884	1513	0	0	1147	16200	0	85360	0	0	0	0	0	2078	11005	0	95542	178098	145548	12738	4049	0	0	3383	1277	2653	42714
NEXP1_915T16_9152022_16.qgd	0	0	50543	0	1093	8657	0	1410	0	1208	506	0	19115	64518	78935	494	0	236	0	1205	1387	0	30038	0	0	0	0	0	654	2180	799	0	21780	2242	1645	1638	1115	0	1550	187	0	8698
NEXP1_915T17_9152022_17.qgd	0	0	72127	0	2661	0	0	6288	0	2740	2261	0	30826	54324	83383	2926	0	0	0	1428	4232	0	27276	0	0	0	0	0	0	907	934	0	64211	3650	2747	0	0	0	0	0	0	10043
NEXP1_915T18_9152022_18.qgd	0	0	428486	18303	18447	9042	0	2719	0	22944	2115	0	63627	122691	282087	3298	3507	3183	7637	63701	8986	0	156878	41781	0	14202	10337	0	3237	0	20536	27211	104267	22288	2346	9457	0	0	0	0	0	14952
NEXP1_915T19_9152022_19.qgd	932	0	3471	0	1081	2897	0	1769	0	547	191	0	24435	447628	22143	611	133	0	410	444	1028	0	22248	1592	0	4816	0	0	0	293	0	0	28157	3111	2954	1987	174	0	0	0	585	6874
NEXP1_915T20_9152022_20.qgd	2515	0	203534	39986	4125	9825	0	2523	0	0	1153	5661	147264	209072	124589	1418	767	0	0	1003	7428	0	50952	0	40756	0	0	0	1286	5870	0	46001	72381	54378	4869	7384	0	0	719	513	0	25382
NEXP1_915T21_9152022_21.qgd	6423	0	107287	114343	12592	12007	18374	3256	0	0	1829	0	339337	23642	150633	2478	1170	0	0	398	9346	0	35736	0	0	0	0	0	1428	652	0	121799	166597	152842	9739	9496	1006	0	1733	760	607	39385
NEXP1_915T22_9152022_22.qgd	0	0	113068	94410	9178	40407	16766	5120	0	0	3124	0	358716	198791	240383	5055	1361	0	947	1010	18397	0	52462	0	0	0	0	0	2221	3499	0	90189	172712	134343	13277	5677	0	0	1992	1177	0	272830
NEXP1_915T23_9152022_23.qgd	0	0	7869	0	821	0	0	468	0	554	330	0	11900	20185	8583	631	0	0	0	0	0	0	18182	0	0	0	0	0	0	0	77	0	16063	1016	465	312	0	0	197	0	358	10174
NEXP1_915T24_9152022_24.qgd	0	0	21638	0	3416	0	0	1015	0	0	496	0	65986	208296	55441	378	0	0	0	0	1583	0	27178	0	0	1294	0	0	0	0	544	4460	26029	3792	2642	1594	0	0	0	0	0	10708
NEXP1_915T25_9152022_25.qgd	0	0	57893	13027	3438	8844	0	2192	0	0	1446	0	101113	47563	96575	1351	0	0	0	1429	6415	0	26341	0	0	0	0	0	0	798	0	0	57024	17473	2011	1332	601	0	1305	477	0	23910
NEXP1_915T26_9152022_26.qgd	6582	0	186495	112543	13491	6118	19131	3026	0	0	2300	0	417232	28597	760271	3457	1728	0	0	0	10045	0	26875	0	0	0	0	0	0	5641	0	110121	193298	158958	12368	0	0	0	0	766	0	121230
NEXP1_915T27_9152022_27.qgd	0	0	50514	0	2090	0	0	678	0	0	338	0	17216	70770	65059	452	0	0	0	725	1451	0	16425	0	0	792	0	0	365	0	0	2465	17754	2189	1100	967	0	0	0	0	0	4362
NEXP1_915T28_9152022_28.qgd	0	0	36880	0	2011	157	0	1682	0	447	148	0	19130	11729	17857	1198	138	0	0	722	1064	0	15363	506	52	0	1492	0	0	0	0	3092	37292	2318	3905	593	0	0	0	0	0	11872
NEXP1_915T29_9152022_29.qgd	0	0	49927	0	2887	1166	0	692	0	0	566	0	47829	227392	63269	740	203	0	0	1109	2554	0	17582	0	0	1638	240	0	661	0	0	3981	30260	3113	1815	5097	0	0	0	0	189	12667
NEXP1_916bT1_9162022_01.qgd	0	0	65548	7447	10159	132695	0	4778	0	791	931	0	55608	41128	48327	2483	0	0	1995	2262	6619	142734	0	0	0	0	0	0	0	0	0	8822	46385	3761	975	1944	1574	836	431	2282	2885	23807
NEXP1_916bT2_9162022_02.qgd	2781	0	371700	16952	2034	27563	0	3703	3501	1630	1715	0	48864	26391	191970	2458	0	289	0	0	5455	0	0	0	0	0	0	0	0	467	0	16243	78558	22501	2380	1927	466	0	0	429	0	23221
NEXP1_916bT3_9162022_03.qgd	0	0	69870	90689	104795	1267606	6727	2839	0	0	0	432	112217	153457	90515	1050	754	0	3773	590	6135	216849	0	0	0	0	0	0	2013	827	0	94130	69447	66156	7360	0	13260	0	2587	30370	7764	19365
NEXP1_916bT4_9162022_04.qgd	0	0	117430	105537	40698	387920	17990	5884	0	0	3537	0	269977	30151	141318	3527	1910	0	0	1299	10432	9035	0	0	0	0	0	0	3690	1163	0	117486	173752	140043	12619	0	5773	0	4688	6885	0	34518
NEXP1_916bT5_9162022_05.qgd	2375	0	184058	221755	406572	5211430	11353	2415	31290	2664	820	973	41563	423157	182683	25973	1639	1263	61765	6064	221619	3914480	12577	75827	10529	4811	10277	3363	0	0	13320	212410	57539	20752	5505	3364	49698	16610	50832	105425	82041	11510
NEXP1_916bT6_9162022_06.qgd	2839	0	98718	48033	7618	51476	9387	3563	0	0	1889	3349	148495	136717	103559	1320	863	0	0	0	0	14994	0	0	0	0	0	0	1730	4468	0	58685	104006	77879	6872	0	2106	0	3549	1464	0	21902
NEXP1_916bT7_9162022_07.qgd	0	0	109652	121093	118442	1202544	11844	3381	0	0	2243	0	256587	0	0	2318	0	0	0	0	0	31850	0	0	0	0	0	0	3130	7253	0	132645	151462	112700	11198	0	24057	0	11319	22667	2897	25242
NEXP1_916bT8_9162022_08.qgd	22071	0	267076	125039	139349	1546426	3992	5917	23214	5741	1696	0	46143	259699	422938	5622	1023	3778	90622	5036	163843	4094403	0	8366	99939	10514	5525	0	3485	14509	0	119905	115826	78590	73426	22953	28235	15729	10827	28456	154618	11487
NEXP1_916bT10_9162022_10.qgd	0	0	73730	198203	215473	2242552	17838	6217	0	0	3913	631	278084	114017	534713	5142	0	0	4939	6989	0	195906	0	0	1203	0	0	0	2898	0	0	207374	219541	148853	10830	0	19036	0	9265	36565	0	43592
NEXP1_916bT11_9162022_11.qgd	0	0	58697	112921	65509	743000	18196	5556	0	0	1964	0	224488	776897	199631	2234	1354	0	0	0	0	38604	0	0	0	0	0	0	3335	4187	2076	119507	156064	130011	15637	0	9169	0	11805	10605	0	39533
NEXP1_916bT12_9162022_12.qgd	6350	0	98975	125378	213897	2458586	42511	2002	32453	0	1449	0	87901	424087	48240	20021	1975	0	45364	18649	96081	2405459	0	11198	19834	0	0	2795	1744	0	4232	120070	84074	49191	7132	4851	25780	10029	9552	44506	59924	197
NEXP1_916bT13_9162022_13.qgd	3587	0	319688	66172	46049	543834	5454	2218	0	0	1176	2973	79156	287904	40447	1214	506	265	864	9206	5673	41915	0	0	0	0	0	0	1058	0	3270	67356	70239	56723	4360	1397	5195	0	6091	9752	1300	16505
NEXP1_916bT14_9162022_14.qgd	1302	0	36073	82235	162172	2016793	2070	871	5770	1645	452	0	18764	792002	32093	1247	0	0	6589	0	18161	361121	0	0	0	0	2899	0	0	0	0	75257	36391	9151	3104	1008	16164	7166	5952	32546	14255	7785
NEXP1_916bT15_9162022_15.qgd	5863	0	119762	430609	592255	7363440	11551	4012	62190	0	2040	0	190647	472195	119091	20469	1187	0	152845	10448	413516	9622791	0	15113	0	0	0	3113	5051	0	10451	396629	151218	172837	15735	4802	68812	32812	19946	138045	300486	33120
NEXP1_916bT16_9162022_16.qgd	12425	0	416008	286697	165383	1982110	7232	609025	0	10044	1008	0	55365	824211	42024	2010	7139	625	59474	48246	79275	2260327	0	0	33874	10140	402975	3314	2909	69879	10782	252851	65036	195573	21279	14192	24683	0	9429	28270	49385	11036
NEXP1_916bT17_9162022_17.qgd	2755	0	118880	10318	13199	137038	0	4367	0	1421	466	0	26622	97559	352894	1249	741	0	16455	960	23227	654919	10149	0	5529	0	0	0	0	2171	0	10975	43650	7298	2292	1568	2186	0	3201	1414	6797	11183
NEXP1_916bT18_9162022_18.qgd	0	0	64379	162302	296244	3737790	43844	1759	10274	2898	964	0	49518	779899	87653	1655	458	0	12587	2153	40854	676567	0	0	0	0	4666	0	0	0	0	145226	58287	17649	2652	1115	40930	18679	14503	72338	17536	12279
NEXP1_916bT19_9162022_19.qgd	0	0	107008	39940	7294	44525	9263	3772	0	0	1807	2974	133388	157555	116996	1456	0	1554	0	0	0	0	0	0	0	0	0	0	1549	3115	0	52043	111923	69917	6250	0	0	0	3105	1295	222	30756
NEXP1_916bT20_9162022_20.qgd	8080	0	333409	60334	53355	628963	3893	4548	0	3356	936	2162	59737	129875	734179	21354	1002	0	25273	7281	52288	1171346	0	0	7353	0	0	0	0	21079	3114	64382	97682	43592	4821	3231	19358	10117	5761	12429	42965	14063
NEXP1_916bT21_9162022_21.qgd	13234	0	221056	64830	44174	531510	3467	2857	2974	9556	1444	0	24484	422338	138351	3787	5505	0	0	8941	101905	2533795	0	0	0	0	0	0	0	863	10426	60245	51877	97391	2413	10564	9082	0	2437	10299	56407	0
NEXP1_916bT22_9162022_22.qgd	6276	0	95809	64946	41548	518638	8840	3183	0	0	1636	15175	143395	818097	89185	2318	761	0	32257	5023	77287	2385644	0	0	0	0	0	0	2414	0	0	72710	100423	81287	9707	3991	3970	0	4454	13033	69629	18217
NEXP1_916bT23_9162022_23.qgd	0	0	157648	234769	278782	3315566	19185	8138	0	0	0	0	336716	309610	274438	0	2315	0	52678	7520	156507	3282934	0	3040	12839	0	0	2246	5919	6332	5433	212533	234953	180028	17404	7340	25219	0	27649	73765	92782	49070
NEXP1_916bT24_9162022_24.qgd	50034	0	816270	135858	69933	764744	9895	1982	4808	956	1769	1005	37383	179024	95787	3627	489	0	1872	6651	3589	84134	0	0	45524	88763	0	0	0	18065	2663	129650	67609	82496	1918	57290	10959	9703	12465	17132	3925	14671
NEXP1_916bT25_9162022_25.qgd	24553	0	486275	355774	110634	1323391	7836	109676	17367	65704	792	0	44954	973477	72810	18160	3021	0	197117	29186	404284	10551613	0	67268	27955	27199	80493	25236	2958	86117	6857	324424	37075	259264	21423	20249	20934	0	22141	18429	142371	0
NEXP1_916bT26_9162022_26.qgd	0	0	130236	63359	9989	28416	13842	3610	0	0	641	0	204726	64242	159629	2890	1931	0	957	13684	0	42154	0	0	0	0	0	0	2558	3551	6207	53854	129817	107557	9266	0	1801	0	1519	1175	0	35747
NEXP1_916bT27_9162022_27.qgd	0	0	45313	123762	236730	2903112	8568	2846	0	1256	2403	14262	125480	583322	462670	4055	2385	747	10526	9741	30431	528986	0	0	0	0	0	0	0	0	0	111685	78765	19889	10768	1566	23390	9064	25052	51710	14658	74735
NEXP1_916bT28_9162022_28.qgd	3041	0	1880899	76742	65768	819062	3068	786	0	2539	1633	8461	23819	55127	26012	1843	1665	0	0	8804	2057	140625	0	831	0	1612	0	0	0	0	17705	71562	51384	70856	1242	3485	8732	0	9417	11668	1674	8289
NEXP1_916bT29_9162022_29.qgd	0	0	11906	2578	15490	1987	2003	2332	0	465	1106	0	29984	130688	63816	1334	0	0	0	621	4126	2215	0	0	0	0	351	0	0	0	0	0	44331	7893	5025	602	432	0	0	229	0	9958
NEXP1_916bT30_9162022_30.qgd	0	0	26161	3802	1690	9551	2946	1601	0	924	1993	0	36525	154582	82256	2245	0	0	0	0	5716	0	0	0	0	0	0	0	0	0	0	4717	62963	8653	1945	0	271	0	0	478	0	0
NEXP1_agg1_D_220725_8142022_29.qgd	25777	0	381491	53997	2058	14051	0	2005	8917	4657	1641	421	67866	115043	89173	1746	815	0	2459	16973	2027	38457	0	0	10609	4180	0	0	2923	3666	4741	53647	68666	52893	2799	18742	0	0	2291	588	0	15043
NEXP1_agg1n1_D_220725_8232022_09.qgd	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	56	167	0	0	0	0	0	0	0	104	0	0	0	0	0	262
