Filename	(E)-hex-2-enal	3-methylbutanal oxime	a-pinene	b-myrcene	(Z)-b-ocimene	(E)-b-ocimene	g-terpinene	methyl benzoate	linalool	(3E)-4,8-dimethylnona-1,3,7-triene	2-methylbenzonitrile	a-campholenal	Decanal	caprolactam	Nonanoic acid	indole	a-copaene	petasitene	trans-a-bergamotene	b-caryophyllene	trans-b-bergamotene	a-farnesene	pseudoionone	trans-Geranylgeraniol	(E)-hex-3-en-1-ol	[(E)-hex-3-enyl] acetate	[(E)-hex-3-enyl] butanoate	[(Z)-hex-3-enyl] butanoate	a-terpineol	cis-a-bergamotene	(1Z,4Z,7Z)-1,5,9,9-tetramethylcycloundeca-1,4,7-triene	benzaldehyde	D-limonene	methyl salicylate	(E)-4-oxohex-2-enal	p-mentha-1,3,8-triene	4,7-Methano-1H-indene, 2,4,5,6,7,7a-hexahydro-	cosmene	(4E,6Z)-alloocimene	Tricyclo[3.1.0.0(2,4)]hexane, 3,6-diethyl-3,6-dimethyl-, trans-	3-Furaldehyde	1,4-Cyclohexadiene, 3-ethenyl-1,2-dimethyl-	2-Decanone	Benzamide	Benzenebutanoic acid, .gamma.-oxo-	2,6-Octadienal, 3,7-dimethyl-, (E)-	1,2,3-Propanetriol, 1-acetate	pentan-1-ol
NEXP1_AMBKW_N_220804_9172022_11.qgd	0	0	63649	21672	45156	0	5554	2109	0	0	1483	0	87394	200436	123477	2006	825	338	0	0	4014	0	0	0	0	0	0	0	1038	2826	0	61359	44558	6692	0	1127	0	0	330	0	15191	0	6136	0	36923	7651	47231	0
NEXP1_dirty_N_220725_8122022_24.qgd	0	0	528182	29934	40595	465086	0	1679	0	3990	2185	0	45441	49238	154458	3576	0	0	0	0	2394	0	0	0	0	0	0	0	0	0	0	65905	10455	1942	0	5795	2892	1735	6526	0	25017	1715	7085	23928	19524	0	46597	0
NEXP1_dirty_N_220725_8122022_25.qgd	0	0	18875	0	5064	0	0	2902	0	0	4453	0	58384	12909	206273	1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83912	5688	2903	0	0	0	0	0	0	10568	0	10859	42757	27323	0	44124	0
NEXP1_ten1_N_220804_9172022_06.qgd	0	0	73278	74236	9644	113992	16804	4557	0	0	1280	0	221639	128333	0	341	1286	0	0	0	0	0	0	0	0	0	0	0	3059	4243	0	131705	119432	11202	0	2751	0	4313	2222	0	25849	4849	12711	0	21449	42650	54788	0
NEXP1_ten1_N_220811_9142022_05.qgd	0	0	238050	15680	2141	14734	0	4670	0	0	2491	0	94447	18553	103895	6139	636	380	0	1620	6022	0	0	0	0	0	0	0	0	3617	0	96705	21466	5316	1119	309	0	0	366	0	22286	0	8290	0	12638	0	5480	0
NEXP1_ten2_N_220725_8122022_21.qgd	2400	0	235748	71081	139599	1671261	2970	1819	0	1572	1007	0	70627	95409	167760	662	0	0	6276	612	17672	303568	0	0	0	0	0	0	0	0	0	55718	11504	8073	3737	16489	7446	5014	29654	11756	11486	4599	8316	20413	38432	0	79043	0
NEXP1_ten2n2_D_220725_8162022_12.qgd	0	0	216929	0	10693	73956	0	9377	0	0	0	724	37095	398935	126190	1328	1146	0	7183	1925	3151	63742	0	0	0	1778	9280	0	0	3788	0	73653	9785	2699	0	2803	1811	1572	1878	0	17566	1210	6163	21275	34932	0	46848	467
NEXP1_ten2n2_D_220725_8162022_13.qgd	5647	0	104176	76700	3717	6498	18644	3380	0	0	2785	0	190003	44785	98283	1500	868	0	0	806	7711	0	0	0	0	0	0	0	1201	1814	0	168503	115077	8615	0	0	0	6135	495	0	38005	3729	13892	9340	17158	10495	38772	0
NEXP1_ten2n2_N_220725_8122022_26.qgd	3857	0	206052	142925	179975	1955447	2638	3335	0	0	2505	0	168120	39985	235806	5024	1030	0	23060	1550	34720	981965	0	0	1096	0	0	0	0	0	0	161950	114288	12211	0	17849	0	6479	30032	30015	45331	5439	11987	25925	49596	0	54058	0
NEXP1_ten2n2redo_D_220725_8162022_18.qgd	0	0	34563	4406	6989	0	0	1301	0	548	1446	0	34464	45900	115031	1236	0	3567	0	1663	0	0	0	0	241	0	0	0	0	324	0	69629	7355	1232	1575	0	0	0	0	0	12292	0	5329	16258	27942	0	41751	0
NEXP1_ten2n3_D_220725_8162022_07.qgd	0	0	10068	0	899	6971	278	4374	0	0	2607	3567	36328	72382	207442	2873	0	3604	0	0	0	0	0	0	212	0	0	0	0	0	0	72154	1844	2620	521	0	0	0	147	0	9711	0	10034	26288	41627	0	29439	0
NEXP1_ten3_N_220804_9172022_02.qgd	3930	0	220209	34489	4948	43121	3826	1996	3514	7211	265	0	35501	329397	14474	653	3030	286	3879	9770	5256	142149	0	0	9038	4665	15805	5410	1392	578	2382	29327	39937	4391	11010	1579	0	1772	561	1821	17644	477	0	0	6588	0	4719	3843
NEXP1_ten3n2_N_220720_9142022_14.qgd	0	0	15639	0	6291	62024	0	2911	0	1478	1304	0	34599	242163	151116	4481	0	0	52520	1029	166434	3257483	0	5831	0	1626	1551	0	0	930	0	57176	7596	4329	1923	4198	2165	2248	1253	78162	10705	2927	7469	0	56466	9411	9649	0
NEXP1_ten4n1_N_220725_8122022_08.qgd	0	0	48856	0	17323	182104	0	10786	0	0	3075	0	35657	0	0	3234	0	0	0	0	0	38353	0	0	0	0	0	0	0	0	0	133907	4309	3340	0	3559	2200	7562	3336	2522	24624	0	14154	83971	263076	0	28184	0
NEXP1_ten4n2_N_220725_8142022_05.qgd	0	0	35124	33725	72063	792628	0	2779	0	0	1191	0	28354	46633	395607	793	0	0	0	0	0	19877	0	0	0	0	0	0	0	0	0	62601	3035	2835	0	13209	0	6065	9877	0	8332	3904	3638	28590	62365	0	63382	0
NEXP1_ten5_N_220720_862022_28.qgd	4736	0	107885	89595	2853	10632	9077	4118	0	0	2954	4054	133464	44636	147966	1333	938	0	4094	957	10939	199163	0	0	0	0	0	0	0	1649	0	143902	84697	6263	0	1538	0	1106	526	5853	39551	2957	7034	24782	25341	0	34040	0
NEXP1_ten5_N_220804_9172022_07.qgd	0	0	80177	2881	1589	17150	0	1835	0	0	1080	0	45313	28552	102964	8279	287	0	1521	639	4680	70391	0	0	0	0	0	0	0	0	0	40332	3446	3151	0	547	0	1500	382	1788	7354	420	7277	0	29580	0	5645	0
NEXP1_ten5_N_220811_9142022_03.qgd	1203	0	993398	29972	1168	5998	0	9287	0	0	2626	904	54360	19227	142611	9359	1182	0	1754	6459	4320	47180	0	0	8007	0	0	0	0	0	1551	80365	27840	11185	1222	463	0	0	0	519	70796	0	10259	3936	65291	0	4929	0
NEXP1_ten5n2_N_220720_862022_29.qgd	0	0	12034	0	985	9216	0	3343	0	0	2667	0	24178	44779	117314	2758	0	0	0	0	12075	106501	0	0	0	0	0	0	0	1100	0	68312	4177	8807	0	0	0	0	0	0	16723	0	10727	19403	54311	0	40543	0
NEXP1_ten6_D_220725_8162022_05.qgd	0	0	79969	19203	1521	4771	4771	3575	0	1685	2430	5189	69731	42729	143212	1453	0	509	0	0	3277	0	0	0	0	0	0	0	0	0	0	111619	30109	3501	0	0	0	0	333	0	29869	0	11710	32058	63568	0	31029	0
NEXP1_ten6n1_N_220725_8152022_09.qgd	1349	0	67276	25093	21889	241025	0	5601	0	2879	2216	0	71703	229362	313418	1133	965	0	0	2941	25802	472498	0	0	0	0	0	0	0	0	0	93254	23995	4881	2306	4493	0	1604	3592	15146	17370	893	14636	22166	40217	3387	30620	0
NEXP1_ten6n2_N_220725_8142022_02.qgd	3566	0	350948	13276	9528	118975	0	2332	0	1008	1307	414	76366	103852	206642	1289	826	0	2747	3317	7281	122481	0	0	257	0	1936	0	0	908	0	51337	13746	8834	5994	3249	0	1249	2320	0	10061	1175	5243	20718	43612	0	102872	1625
NEXP1_ten8_N_220725_8142022_12.qgd	4589	0	229698	139151	51241	569372	14771	3124	0	6822	2459	9171	127553	119262	113679	3324	4365	0	14069	5401	53728	787933	0	0	4957	0	0	0	1121	0	0	131805	151120	16164	0	5998	0	7957	11445	21702	31232	2856	9410	28513	29007	0	32828	1901
NEXP1_ten8_N_220804_9172022_04.qgd	0	0	707668	8484	6221	63827	0	4068	0	724	204	0	15046	27302	154273	1417	1109	0	472	337	1148	8358	0	1250	0	0	626	322	0	567	0	33429	6138	2298	0	1343	0	764	693	0	7498	290	2211	3159	27525	1179	4523	0
NEXP1_ten8n1_220725_9142022_13.qgd	0	0	95250	38448	2120	3160	0	3112	0	0	2578	0	309775	39455	323088	3672	862	598	0	0	18922	0	0	0	0	0	0	0	0	0	0	137842	55830	6407	0	0	0	0	293	0	84933	0	0	5642	13543	0	23828	0
NEXP1_ten8n1_D_220725_8232022_08.qgd	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	2939	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0
NEXP1_ten8n2_N_220725_8142022_31.qgd	0	0	55633	0	4031	40423	0	1386	0	0	1657	0	56600	202080	474688	2522	354	0	0	0	17634	0	0	0	0	0	0	0	0	0	0	60127	6997	3194	0	0	0	2221	255	0	10254	451	15865	12063	21753	0	47272	0
NEXP1_ten9_N_220720_9142022_15.qgd	0	0	122215	232592	191999	2148923	24727	5221	0	4878	2642	0	442669	148046	309156	3841	2631	948	9982	5033	29302	444162	60548	0	0	0	0	0	2532	5466	0	230997	197813	14666	13282	21665	0	8550	41261	18190	62596	6455	18162	0	46701	0	29324	0
NEXP1_ten9_N_220725_8122022_11.qgd	0	0	119318	95866	67471	676089	11073	2988	0	0	7783	0	166688	74825	417247	7120	1604	0	0	2367	17908	46160	0	0	0	0	0	0	0	4879	2415	157781	94075	13959	0	8341	0	10828	12681	0	33237	2351	14610	60853	53681	0	71112	0
NEXP1_ten9n2_N_220720_9142022_16.qgd	0	0	117541	64071	35143	353848	8037	2502	0	0	2065	0	130288	23817	107750	3827	549	0	809	787	1434	27839	0	3960	0	0	0	0	0	2256	0	125861	68703	7164	0	7240	0	2411	6760	486	135291	1997	9776	0	23982	0	27655	0
NEXP1_ten9n2_N_220725_8122022_17.qgd	0	0	184998	86489	172550	1803268	3021	1854	0	1415	1651	0	22678	29819	508245	2747	0	0	3410	1690	14768	100455	0	5339	0	0	0	0	0	0	0	84192	6812	901	0	23754	9236	7634	27791	0	12306	6201	6365	38608	123955	0	33056	0
NEXP1_ten10_D_220725_8142022_23.qgd	7479	0	156194	112296	10147	66419	18384	2497	0	2018	2164	4829	215153	320125	109725	1484	1147	0	5734	0	4198	80871	0	0	23797	0	0	0	1569	12205	0	149878	142438	10214	9315	2933	0	5709	2100	0	33662	0	9362	7372	23394	0	33812	3433
NEXP1_ten10_N_220720_9142022_19.qgd	8844	0	138609	138024	17760	69351	27544	3134	0	0	2339	0	456971	166736	293989	2655	1593	0	1078	0	19588	36323	0	0	0	0	0	0	2670	7660	0	222748	192633	16097	4181	0	0	8049	1824	492	57299	6329	15125	0	35910	0	19089	0
NEXP1_ten10n1_N_220725_8122022_02.qgd	2601	0	105818	45487	3995	25806	6912	6640	0	0	1074	0	62220	18391	96876	1500	471	0	0	1237	2168	0	0	0	3864	0	0	0	0	0	0	84695	61022	9216	0	0	0	2051	680	0	20375	0	7531	21657	42622	0	34955	2384
NEXP1_ten10n2_D_220725_8142022_26.qgd	4257	0	122924	73683	7650	51703	14745	2924	0	0	2597	0	132367	59892	112090	1889	620	0	2735	0	2004	29975	0	0	905	0	0	0	0	4975	0	143229	100933	6543	3286	2977	0	6251	1659	0	39724	918	8678	20784	25338	0	58540	1399
NEXP1_ten10n2_N_220725_8142022_04.qgd	0	0	6056	0	1959	0	0	5069	0	2518	736	0	54760	67816	601616	2279	0	0	0	1714	5962	0	0	0	0	0	0	0	0	4145	0	72432	3681	1340	0	0	0	0	303	0	10685	1657	9123	24650	101916	0	41548	0
NEXP1_ten11n1_N_220725_8122022_07.qgd	563	0	210726	34276	54238	743441	961	1353	4623	1446	1033	0	38912	82361	62040	1228	1026	0	20442	5098	72316	1512942	0	0	0	0	2527	0	0	0	1369	38996	8384	1475	0	8897	3573	9822	11714	23714	9249	2670	5191	6206	23315	467	38867	0
NEXP1_ten11n2_N_220725_8142022_03.qgd	0	0	64	0	0	54	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	137	0
NEXP1_ten11n2redo_N_220725_8142022_13.qgd	0	0	44364	48048	97501	1253153	1927	1903	3584	0	1565	0	36498	138904	117497	3051	0	0	11961	687	37575	541413	0	0	0	0	0	0	0	0	0	59379	8971	4863	902	14001	6014	4094	21738	21285	9966	3841	6378	24106	41637	0	50515	0
NEXP1_ten12n1_D_220725_8162022_09.qgd	0	0	369365	7274	7591	52777	0	4553	0	662	454	1227	38280	146634	269105	499	1518	0	2696	2795	3158	26780	0	0	0	932	12025	0	0	2406	1002	46249	8326	1540	0	2186	1616	3866	1370	2710	7107	568	4584	12107	47103	0	48631	0
NEXP1_ten12n1_N_220725_8142022_01.qgd	0	0	672648	53393	74735	889851	1312	3207	0	765	1555	687	42139	33914	62714	2793	1357	0	1480	3158	5085	47037	0	0	0	0	18116	0	0	1891	0	39976	18327	1188	1852	5390	3395	5645	13111	0	6995	2482	6606	10678	4602	0	64365	0
NEXP1_ten12n2_N_220725_8142022_02.qgd	0	0	610294	107938	215016	2485294	3991	18490	6233	963	664	0	51056	103201	74559	555	1928	0	7422	6477	15068	242538	0	0	0	0	18931	0	0	3597	1645	52628	17314	5692	0	21146	7605	6857	34325	5961	15920	6472	6777	10546	27245	0	38980	0
NEXP1_ten13_D_220725_8152022_02.qgd	1345	0	233074	35434	1070	3805	851	5225	5786	6366	2338	0	45923	371443	160357	583	4317	0	0	12206	5685	0	0	0	0	0	0	0	0	0	3450	66257	49100	8225	2228	472	0	2968	0	0	9603	2306	7733	38538	16709	0	76304	0
NEXP1_ten13_N_220725_8122022_15.qgd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	209	140	0	175	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	82	30	0	126	0
NEXP1_ten13_N_220804_9172022_08.qgd	1136	0	157972	17178	1237	10720	0	5194	15443	910	382	0	17638	52949	25434	21343	758	357	0	5624	1851	16828	0	0	19315	1997	1113	0	0	93	3226	35122	14760	61049	0	700	0	1153	367	0	8187	2142	3321	0	7567	0	17117	752
NEXP1_ten13n2_D_220725_8152022_04.qgd	0	0	68348	0	837	5061	0	4000	0	2093	925	0	44428	368774	96824	2814	833	0	8498	1943	6982	123101	0	0	0	0	0	0	0	989	1718	53509	6578	1553	0	255	0	0	145	8471	10556	1140	5672	14986	55456	0	34801	0
NEXP1_ten13n2_N_220725_8122022_19.qgd	0	0	135479	53624	10156	51747	12845	4280	19318	0	2272	3511	125053	29127	362637	1094	728	0	750	683	2325	18748	0	0	0	0	0	0	945	2851	0	154012	91289	8034	0	1461	0	4999	1393	0	31708	0	10663	17262	53446	0	26503	2900
NEXP1_ten13redo_N_220725_8132022_01.qgd	0	0	779	7942	1390	9902	0	3490	0	3070	1671	1496	41480	59125	83166	2765	0	0	2427	1172	4166	68404	0	5066	0	0	0	0	0	412	0	68638	14298	3520	0	0	0	0	213	0	9215	0	6154	13634	61059	0	38744	0
NEXP1_ten14_N_220720_862022_27.qgd	0	0	186268	10529	1591	11983	0	2912	0	2079	2528	0	41110	122646	152792	1292	0	317	26942	6554	49288	1224153	0	0	12748	0	0	0	0	0	4368	81453	12560	3577	2737	0	0	3928	361	49042	15596	0	9006	28554	76072	0	49095	0
NEXP1_ten14n2_N_220720_862022_26.qgd	0	0	697980	0	4658	1555	1555	8133	0	0	3037	1598	37967	119793	0	3267	0	0	3690	1406	16337	145710	0	0	0	0	0	0	0	10464	0	165755	42540	9137	0	0	0	6205	822	0	21598	0	11018	175227	569453	0	47770	1071
NEXP1_ten14n2_N_220720_9142022_12.qgd	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	67	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	86	0	0	0	0	271	0
NEXP1_ten15_N_220725_8142022_16.qgd	0	0	8	1771	868	4012	0	676	0	563	895	0	15297	22129	39254	1045	0	0	0	0	0	14021	0	0	0	0	0	0	0	0	490	25851	3698	0	331	0	0	0	125	908	5639	0	2168	6073	12070	0	62873	0
NEXP1_ten15n2_D_220725_8162022_06.qgd	0	0	273438	4246	2107	2232	0	3510	0	1721	1545	5792	37387	57145	158688	2263	0	0	0	5419	3151	0	0	0	0	0	0	0	0	401	0	68116	8905	1120	0	0	0	0	101	0	8431	0	10472	17207	27346	0	27723	0
NEXP1_ten15n2_N_220725_8142022_09.qgd	0	0	471558	18989	16145	168151	0	17120	0	0	3396	616	37126	137418	0	2548	0	0	21454	11383	68555	680468	0	0	0	0	0	0	0	2761	0	127706	26286	7253	1270	5924	3860	9706	3168	28568	11087	0	9780	96917	308521	0	35667	903
NEXP1_ten16_N_220720_862022_23.qgd	944	0	34207	36997	73967	856525	2232	1747	7283	0	1448	0	34033	263016	112591	2419	0	354	41332	6175	123695	2426800	0	0	0	1742	0	0	0	0	3103	48077	7103	2048	0	18339	4746	4730	12949	55925	6719	4014	6719	24110	30218	0	57716	0
NEXP1_ten16_N_220725_8122022_20.qgd	1436	0	143366	35978	52235	554552	4055	1299	0	0	1094	0	33841	32257	99358	1832	0	0	1915	685	8053	87185	0	0	0	0	0	0	0	700	0	54913	21480	2066	0	6655	0	2629	8362	0	15745	1925	4822	20182	36123	0	34657	0
NEXP1_ten16n2_N_220720_862022_24.qgd	0	0	145255	59335	106272	1172438	1543	1054	0	1412	1435	0	38702	156675	69866	1511	552	0	15076	3458	48215	696994	0	0	0	0	0	0	0	0	0	55655	17018	3117	0	21249	8025	6022	19612	24931	17117	4948	6085	11308	17441	0	59978	0
NEXP1_ten16n2_N_220725_8122022_23.qgd	0	0	58446	9075	15740	0	0	10876	0	0	1438	0	140579	135407	1293972	5544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92410	18061	2813	0	1480	0	0	298	0	16447	0	32612	27314	90558	13393	30173	0
NEXP1_ten17_N_220811_9142022_04.qgd	0	0	132583	33302	6255	55438	0	6022	0	0	1420	0	164181	16191	236044	4013	1177	0	0	2963	7494	10499	0	0	0	0	0	0	0	1707	0	85840	43342	9790	0	748	0	3650	1571	0	34373	0	0	4563	35450	0	15106	0
NEXP1_ten18_N_220725_8142022_20.qgd	4926	0	188190	145905	146065	1654915	2426	3072	0	5959	2144	6834	144600	72266	148159	2577	0	0	12006	4619	38609	552848	0	0	0	0	0	0	1089	0	0	146905	120158	9792	0	15322	0	5765	31306	20844	34566	5186	19612	15553	48320	0	33510	1027
NEXP1_ten18n2_D_220725_8152022_03.qgd	0	0	56144	20931	4441	31763	0	1338	0	662	868	0	70464	1062660	106948	1263	0	163	14523	3761	24530	517949	0	0	0	0	0	0	854	311	0	53068	21498	4747	0	1569	0	2834	764	23821	8954	1874	12893	9208	22469	0	38381	783
NEXP1_ten18n2_N_220725_8142022_06.qgd	0	0	66689	21108	39953	481712	0	1372	0	0	13245	0	34264	153828	155756	2398	0	0	2791	1270	9276	129273	0	0	0	0	0	0	0	1120	0	67842	10500	2027	1701	6564	2838	709	6929	4580	45658	2164	7583	41476	31424	0	59213	0
NEXP1_ten19__220817_9172022_12.qgd	2323	0	79827	58428	67394	805184	5640	1355	9748	3189	485	0	68155	82708	17992	2392	969	0	17206	5081	21874	545659	0	0	0	0	0	0	1561	0	8690	33152	35289	5697	3808	3352	0	3451	10163	5502	15332	1211	2377	0	3224	0	4588	0
NEXP1_ten19_N_220725_8142022_17.qgd	0	0	52932	147742	296302	3275815	5694	1658	5958	1991	1190	0	36004	115234	136917	2549	249	0	18434	1355	48446	839636	0	0	0	0	0	0	0	0	0	76151	12488	3856	1119	38470	0	9645	61330	31551	13850	10199	7412	20354	30946	0	48945	0
NEXP1_ten19_N_220804_9172022_05.qgd	0	0	93637	70611	139018	1586232	6211	2315	0	1699	578	75	55040	163498	46990	0	417	0	9488	790	22877	553568	0	0	0	0	0	0	378	0	0	44253	24056	4151	0	18184	3308	6053	23006	7308	10859	3538	4160	0	23327	6167	27832	0
NEXP1_ten19n2_N_220725_8142022_15.qgd	0	0	18587	149321	366046	4125877	2696	2345	13151	1288	1228	0	29276	87561	137698	1991	0	0	75206	0	167383	3651271	0	0	0	0	0	0	0	397	0	69893	12980	6960	0	34287	10351	10662	57815	96203	8667	9041	7430	24060	58007	0	43099	0
NEXP1_ten20_N_220725_8122022_27.qgd	0	0	31205	0	13938	165294	0	3259	0	3689	1821	279	63612	40879	190359	3608	0	0	0	0	4066	0	0	0	0	0	0	0	0	819	0	63590	9077	5603	0	3199	1480	5898	2694	0	10850	984	12528	20375	20934	0	33614	0
NEXP1_ten20_N_220804_9172022_09.qgd	1408	0	16094	63198	116169	1401427	3823	4835	31961	0	1742	0	40599	292389	85649	39647	769	0	967	14465	4776	20039	0	0	22002	0	0	0	0	0	7893	49391	14381	51514	363	11505	2869	12246	16753	0	11286	3734	5662	4721	13150	0	0	0
NEXP1_ten20n1_D_220725_8162022_03.qgd	0	0	0	43	71	0	62	0	0	0	66	0	0	0	0	0	0	28	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	104	0	0	0	326	0
NEXP1_ten20n1redo_D_220725_8162022_08.qgd	6367	0	260755	68888	7104	69050	15987	5582	0	0	1168	6418	114669	33461	135048	1557	1210	14543	2287	0	1638	21122	0	0	10279	11623	0	0	0	735	0	148153	124918	11286	0	0	0	1969	1281	0	50374	4935	6907	4060	17670	7363	51763	1734
NEXP1_ten20n2_N_220725_8122022_28.qgd	1140	0	57751	71677	158439	2003458	2868	864	13808	1547	1788	0	63830	98778	217780	3167	0	0	30052	0	91108	1528832	0	0	0	0	0	0	0	0	0	70255	19337	5784	1734	21583	7280	7349	27123	39091	15441	6342	8709	28914	16964	0	45976	0
NEXP1_tenA3__220720_9162022_01.qgd	3006	0	185660	64184	1378	3211	3042	702	0	2678	752	0	66868	210108	22521	385	1024	0	657	1745	3882	7674	11585	0	0	0	0	847	0	0	566	42551	59281	2582	6228	453	0	643	0	0	166	1176	2925	0	5784	0	9008	0
NEXP1_tenA5__220720_9162022_02.qgd	0	0	98429	0	13874	1647	1317	2155	0	0	783	0	36603	79386	41166	1960	113	0	0	866	2950	4925	12962	615	22198	6241	0	0	0	0	1975	40428	14819	4843	1184	228	0	0	0	0	23016	740	2993	0	13151	0	4471	0
NEXP1_tenA14__220720_9162022_03.qgd	1537	0	20847	0	630	3076	409	6712	3737	0	338	0	77074	440427	32542	899	0	0	1860	0	1783	21875	15407	0	43988	35935	4874	3050	1008	3649	0	24287	5958	8620	5719	154	0	590	148	0	12842	0	2390	0	10881	0	5771	0
NEXP1_tenA16__220720_9162022_04.qgd	0	0	250972	0	398	1634	0	3745	0	0	0	0	11510	17495	13646	1018	0	0	0	527	0	0	6760	0	0	493	0	0	0	0	1476	16331	2740	3141	0	229	0	427	0	0	7849	123	1589	0	4384	0	3370	0
NEXP1_tenB7__220720_9162022_08.qgd	1239	0	28477	29780	18386	3941	0	4871	18838	0	778	0	106745	342365	74845	35048	815	542	2676	5860	1326	40042	0	0	28227	4893	1795	0	0	0	4251	45871	21961	87430	3129	656	0	1163	441	1716	12264	2165	4357	0	9472	0	20571	1352
NEXP1_tenC10__220720_9162022_05.qgd	0	0	90692	0	928	6762	0	1912	0	0	666	0	12894	12818	25036	993	0	0	293	638	323	5153	6995	0	0	0	0	0	0	1483	0	26988	4058	2989	0	275	0	511	146	0	9591	808	3151	0	4040	3679	7769	0
