index,sequence.start,batch,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,desorb.Start.diff,Mixup,nameBlank,kBlank,Cluster,n_peaks,verdict,FileName,sample,user,FullName,id,fuzzy_n,sample2
5599,2022-08-06T10:10:11Z,PG_Ihyb_220806_1.txt,2022-08-07T07:40:11Z,2022-08-07T07:55:59Z,2022-08-07T07:40:11Z,Desorbed NA,,,,28,,,,,,,,,skip-rename,NEXP1_ten5_N_220720_862022_28.qgd,NEXP1_ten5n2_N_220720_862022_29.qgd,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten5_N_220720_862022_28.qgd,d53f3b20-91eb-4382-95af-fb38667c3fbd,1,NEXP1_ten5n2_N_220720_862022_29.qgd
5600,2022-08-06T10:10:11Z,PG_Ihyb_220806_1.txt,2022-08-07T08:11:18Z,2022-08-07T08:27:01Z,2022-08-07T08:11:18Z,Desorbed NA,,,,29,,,,,,,,,skip-rename,NEXP1_ten5n2_N_220720_862022_29.qgd,NEXP1_ten3_N_220720_862022_30.qgd,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten5n2_N_220720_862022_29.qgd,d53f3b20-91eb-4382-95af-fb38667c3fbd,1,NEXP1_ten3_N_220720_862022_30.qgd
5695,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-12T21:51:17Z,2022-08-12T22:07:05Z,2022-08-12T21:51:17Z,Desorbed NA,,,,2,,,,,,,,,NA,NEXP1_ten10n1_N_220725_8122022_02.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten10n1_N_220725_8122022_02.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_ten10n1_N_220725_8122022_02.qgd
5696,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-12T22:23:11Z,2022-08-12T22:38:56Z,2022-08-12T22:23:11Z,Desorbed NA,,,,3,,,,,,,,,NA,NEXP1_agg3n1_N_220725_8122022_03.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg3n1_N_220725_8122022_03.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_agg3n1_N_220725_8122022_03.qgd
5697,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-12T22:55:25Z,2022-08-12T23:11:11Z,2022-08-12T22:55:25Z,Desorbed NA,,,,4,,,,,,,,,NA,NEXP1_agg16n1_N_220725_8122022_04.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg16n1_N_220725_8122022_04.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_agg16n1_N_220725_8122022_04.qgd
5698,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-12T23:27:56Z,2022-08-12T23:43:46Z,2022-08-12T23:27:56Z,Desorbed NA,,,,5,,,,,,,,,NA,NEXP1_agg5n1_N_220725_8122022_05.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg5n1_N_220725_8122022_05.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_agg5n1_N_220725_8122022_05.qgd
5699,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T00:00:46Z,2022-08-13T00:16:34Z,2022-08-13T00:00:46Z,Desorbed NA,,,,6,,,,,,,,,NA,NEXP1_agg6n1_N_220725_8122022_06.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg6n1_N_220725_8122022_06.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_agg6n1_N_220725_8122022_06.qgd
5700,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T00:33:30Z,2022-08-13T00:49:18Z,2022-08-13T00:33:30Z,Desorbed NA,,,,7,,,,,,,,,NA,NEXP1_ten11n1_N_220725_8122022_07.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten11n1_N_220725_8122022_07.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_ten11n1_N_220725_8122022_07.qgd
5701,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T01:06:06Z,2022-08-13T01:21:44Z,2022-08-13T01:06:06Z,Desorbed NA,,,,8,,,,,,,,,NA,NEXP1_ten4n1_N_220725_8122022_08.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten4n1_N_220725_8122022_08.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_ten4n1_N_220725_8122022_08.qgd
5702,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T01:38:26Z,2022-08-13T01:54:16Z,2022-08-13T01:38:26Z,Desorbed NA,,,,9,,,,,,,,,NA,NEXP1_agg1n1_N_220725_8122022_09.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg1n1_N_220725_8122022_09.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_agg1n1_N_220725_8122022_09.qgd
5703,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T02:11:30Z,2022-08-13T02:27:16Z,2022-08-13T02:11:30Z,Desorbed NA,,,,10,,,,,,,,,NA,NEXP1_agg4_N_220725_8122022_10.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg4_N_220725_8122022_10.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_agg4_N_220725_8122022_10.qgd
5704,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T02:45:13Z,2022-08-13T03:00:09Z,2022-08-13T02:45:13Z,Desorbed NA,,,,11,,,,,,,,,NA,NEXP1_ten9_N_220725_8122022_11.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten9_N_220725_8122022_11.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_ten9_N_220725_8122022_11.qgd
5705,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T03:16:47Z,2022-08-13T03:32:35Z,2022-08-13T03:16:47Z,Desorbed NA,,,,12,,,,,,,,,NA,NEXP1_agg13n1_N_220725_8122022_12.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg13n1_N_220725_8122022_12.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_agg13n1_N_220725_8122022_12.qgd
5706,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T03:49:00Z,2022-08-13T04:04:48Z,2022-08-13T03:49:00Z,Desorbed NA,,,,13,,,,,,,,,NA,NEXP1_agg2_N_220725_8122022_13.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg2_N_220725_8122022_13.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_agg2_N_220725_8122022_13.qgd
5707,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T04:21:05Z,2022-08-13T04:36:54Z,2022-08-13T04:21:05Z,Desorbed NA,,,,14,,,,,,,,,NA,NEXP1_agg11n1_N_220725_8122022_14.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg11n1_N_220725_8122022_14.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_agg11n1_N_220725_8122022_14.qgd
5709,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T05:24:18Z,2022-08-13T05:39:29Z,2022-08-13T05:24:18Z,Desorbed NA,,,,16,,,,,,,,,NA,NEXP1_agg14n1_N_220725_8122022_16.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg14n1_N_220725_8122022_16.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_agg14n1_N_220725_8122022_16.qgd
5710,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T05:55:15Z,2022-08-13T06:11:05Z,2022-08-13T05:55:15Z,Desorbed NA,,,,17,,,,,,,,,NA,NEXP1_ten9n2_N_220725_8122022_17.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten9n2_N_220725_8122022_17.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_ten9n2_N_220725_8122022_17.qgd
5711,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T06:26:46Z,2022-08-13T06:42:32Z,2022-08-13T06:26:46Z,Desorbed NA,,,,18,,,,,,,,,NA,NEXP1_agg2n2_N_220725_8122022_18.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg2n2_N_220725_8122022_18.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_agg2n2_N_220725_8122022_18.qgd
5712,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T06:58:08Z,2022-08-13T07:13:56Z,2022-08-13T06:58:08Z,Desorbed NA,,,,19,,,,,,,,,NA,NEXP1_ten13n2_N_220725_8122022_19.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten13n2_N_220725_8122022_19.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_ten13n2_N_220725_8122022_19.qgd
5713,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T07:29:26Z,2022-08-13T07:45:02Z,2022-08-13T07:29:26Z,Desorbed NA,,,,20,,,,,,,,,NA,NEXP1_ten16_N_220725_8122022_20.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten16_N_220725_8122022_20.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_ten16_N_220725_8122022_20.qgd
5714,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T08:01:20Z,2022-08-13T08:16:12Z,2022-08-13T08:01:20Z,Desorbed NA,,,,21,,,,,,,,,NA,NEXP1_ten2_N_220725_8122022_21.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten2_N_220725_8122022_21.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_ten2_N_220725_8122022_21.qgd
5715,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T08:31:46Z,2022-08-13T08:47:36Z,2022-08-13T08:31:46Z,Desorbed NA,,,,22,,,,,,,,,NA,NEXP1_agg19_N_220725_8122022_22.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg19_N_220725_8122022_22.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_agg19_N_220725_8122022_22.qgd
5716,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T09:02:49Z,2022-08-13T09:18:39Z,2022-08-13T09:02:49Z,Desorbed NA,,,,23,,,,,,,,,NA,NEXP1_ten16n2_N_220725_8122022_23.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten16n2_N_220725_8122022_23.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_ten16n2_N_220725_8122022_23.qgd
5719,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T10:35:36Z,2022-08-13T10:51:24Z,2022-08-13T10:35:36Z,Desorbed NA,,,,26,,,,,,,,,NA,NEXP1_ten2n2_N_220725_8122022_26.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten2n2_N_220725_8122022_26.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_ten2n2_N_220725_8122022_26.qgd
5720,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T11:06:33Z,2022-08-13T11:22:18Z,2022-08-13T11:06:33Z,Desorbed NA,,,,27,,,,,,,,,NA,NEXP1_ten20_N_220725_8122022_27.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten20_N_220725_8122022_27.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_ten20_N_220725_8122022_27.qgd
5721,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T11:37:18Z,2022-08-13T11:53:03Z,2022-08-13T11:37:18Z,Desorbed NA,,,,28,,,,,,,,,NA,NEXP1_ten20n2_N_220725_8122022_28.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten20n2_N_220725_8122022_28.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_ten20n2_N_220725_8122022_28.qgd
5722,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T12:08:01Z,2022-08-13T12:23:45Z,2022-08-13T12:08:01Z,Desorbed NA,,,,29,,,,,,,,,NA,NEXP1_agg19n2_N_220725_8122022_29.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg19n2_N_220725_8122022_29.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_agg19n2_N_220725_8122022_29.qgd
5723,2022-08-12T14:15:53Z,PG_Ihyb_220806_2.txt,2022-08-13T12:38:40Z,2022-08-13T12:54:26Z,2022-08-13T12:38:40Z,Desorbed NA,,,,30,,,,,,,,,NA,NEXP1_AMB_N_220725_8122022_30.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_AMB_N_220725_8122022_30.qgd,d2183235-f3b7-42f1-87c3-efe9b972095e,1,NEXP1_AMB_N_220725_8122022_30.qgd
7712,2022-08-13T06:37:17Z,PG_Ihyb_220806_3.txt,2022-08-13T13:42:20Z,2022-08-13T13:44:50Z,2022-08-13T13:44:50Z,NA NA,,,,1,,,,,,,,,mismatch,NEXP1_ten13redo_N_220725_8132022_01.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten13redo_N_220725_8132022_01.qgd,NA,1105,NEXP1_ten13redo_N_220725_8132022_01.qgd
5755,2022-08-14T08:10:33Z,PG_Ihyb_220814a_1.txt,2022-08-14T15:15:35Z,2022-08-14T15:25:24Z,2022-08-14T15:15:35Z,Desorbed NA,,,,1,,,,,,,,,NA,NEXP1_agg17n2_N_220725_8142022_01.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg17n2_N_220725_8142022_01.qgd,840ccf88-4ed1-4d69-a5e5-12142cbd8a9a,1,NEXP1_agg17n2_N_220725_8142022_01.qgd
5756,2022-08-14T08:10:33Z,PG_Ihyb_220814a_1.txt,2022-08-14T15:46:09Z,2022-08-14T16:01:46Z,2022-08-14T15:46:09Z,Desorbed NA,,,,2,,,,,,,,,NA,NEXP1_ten12n2_N_220725_8142022_02.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten12n2_N_220725_8142022_02.qgd,840ccf88-4ed1-4d69-a5e5-12142cbd8a9a,1,NEXP1_ten12n2_N_220725_8142022_02.qgd
5759,2022-08-14T08:10:33Z,PG_Ihyb_220814a_1.txt,2022-08-14T17:17:38Z,2022-08-14T17:32:40Z,2022-08-14T17:17:38Z,Desorbed NA,,,,5,,,,,,,,,NA,NEXP1_ten4n2_N_220725_8142022_05.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten4n2_N_220725_8142022_05.qgd,840ccf88-4ed1-4d69-a5e5-12142cbd8a9a,1,NEXP1_ten4n2_N_220725_8142022_05.qgd
5760,2022-08-14T08:10:33Z,PG_Ihyb_220814a_1.txt,2022-08-14T17:48:09Z,2022-08-14T18:03:34Z,2022-08-14T17:48:09Z,Desorbed NA,,,,6,,,,,,,,,NA,NEXP1_ten18n2_N_220725_8142022_06.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten18n2_N_220725_8142022_06.qgd,840ccf88-4ed1-4d69-a5e5-12142cbd8a9a,1,NEXP1_ten18n2_N_220725_8142022_06.qgd
5761,2022-08-14T08:10:33Z,PG_Ihyb_220814a_1.txt,2022-08-14T18:19:14Z,2022-08-14T18:34:54Z,2022-08-14T18:19:14Z,Desorbed NA,,,,7,,,,,,,,,NA,NEXP1_agg16n2_N_220725_8142022_07.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg16n2_N_220725_8142022_07.qgd,840ccf88-4ed1-4d69-a5e5-12142cbd8a9a,1,NEXP1_agg16n2_N_220725_8142022_07.qgd
5762,2022-08-14T08:10:33Z,PG_Ihyb_220814a_1.txt,2022-08-14T18:50:57Z,2022-08-14T19:06:35Z,2022-08-14T18:50:57Z,Desorbed NA,,,,8,,,,,,,,,NA,NEXP1_AMBIENT_N_220725_8142022_08.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_AMBIENT_N_220725_8142022_08.qgd,840ccf88-4ed1-4d69-a5e5-12142cbd8a9a,1,NEXP1_AMBIENT_N_220725_8142022_08.qgd
5763,2022-08-14T08:10:33Z,PG_Ihyb_220814a_1.txt,2022-08-14T19:22:44Z,2022-08-14T19:38:20Z,2022-08-14T19:22:44Z,Desorbed NA,,,,9,,,,,,,,,NA,NEXP1_agg11n2_N_220725_8142022_09.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg11n2_N_220725_8142022_09.qgd,840ccf88-4ed1-4d69-a5e5-12142cbd8a9a,1,NEXP1_agg11n2_N_220725_8142022_09.qgd
5764,2022-08-14T08:10:33Z,PG_Ihyb_220814a_1.txt,2022-08-14T19:54:46Z,2022-08-14T20:10:27Z,2022-08-14T19:54:46Z,Desorbed NA,,,,10,,,,,,,,,NA,NEXP1_agg14n2_N_220725_8142022_10.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg14n2_N_220725_8142022_10.qgd,840ccf88-4ed1-4d69-a5e5-12142cbd8a9a,1,NEXP1_agg14n2_N_220725_8142022_10.qgd
5765,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T01:25:55Z,2022-08-15T01:35:18Z,2022-08-15T01:25:55Z,Desorbed NA,,,,1,,,,,,,,,NA,NEXP1_ten12n1_N_220725_8142022_01.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten12n1_N_220725_8142022_01.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_ten12n1_N_220725_8142022_01.qgd
5766,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T01:56:24Z,2022-08-15T02:12:02Z,2022-08-15T01:56:24Z,Desorbed NA,,,,2,,,,,,,,,NA,NEXP1_ten6n2_N_220725_8142022_02.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten6n2_N_220725_8142022_02.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_ten6n2_N_220725_8142022_02.qgd
5767,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T02:28:26Z,2022-08-15T02:44:09Z,2022-08-15T02:28:26Z,Desorbed NA,,,,3,,,,,,,,,NA,NEXP1_agg3n2_N_220725_8142022_03.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg3n2_N_220725_8142022_03.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg3n2_N_220725_8142022_03.qgd
