index,sequence.start,batch,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,desorb.Start.diff,Mixup,nameBlank,kBlank,Cluster,n_peaks,verdict,FileName,sample,user,FullName,id,fuzzy_n,sample2
5768,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T03:00:29Z,2022-08-15T03:16:08Z,2022-08-15T03:00:29Z,Desorbed NA,,,,4,,,,,,,,,NA,NEXP1_ten10n2_N_220725_8142022_04.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten10n2_N_220725_8142022_04.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_ten10n2_N_220725_8142022_04.qgd
5769,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T03:32:22Z,2022-08-15T03:48:02Z,2022-08-15T03:32:22Z,Desorbed NA,,,,5,,,,,,,,,NA,NEXP1_AMBDH_N_220725_8142022_05.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_AMBDH_N_220725_8142022_05.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_AMBDH_N_220725_8142022_05.qgd
5770,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T04:04:06Z,2022-08-15T04:19:48Z,2022-08-15T04:04:06Z,Desorbed NA,,,,6,,,,,,,,,NA,NEXP1_agg6n2flowfellnodate_N_220725_8142022_06.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg6n2flowfellnodate_N_220725_8142022_06.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg6n2flowfellnodate_N_220725_8142022_06.qgd
5771,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T04:35:33Z,2022-08-15T04:51:12Z,2022-08-15T04:35:33Z,Desorbed NA,,,,7,,,,,,,,,NA,NEXP1_agg1n2_N_220725_8142022_07.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg1n2_N_220725_8142022_07.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg1n2_N_220725_8142022_07.qgd
5772,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T05:07:02Z,2022-08-15T05:22:42Z,2022-08-15T05:07:02Z,Desorbed NA,,,,8,,,,,,,,,NA,NEXP1_AMBAA_N_220725_8142022_08.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_AMBAA_N_220725_8142022_08.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_AMBAA_N_220725_8142022_08.qgd
5773,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T05:38:26Z,2022-08-15T05:54:03Z,2022-08-15T05:38:26Z,Desorbed NA,,,,9,,,,,,,,,NA,NEXP1_ten15n2_N_220725_8142022_09.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten15n2_N_220725_8142022_09.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_ten15n2_N_220725_8142022_09.qgd
5774,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T06:09:39Z,2022-08-15T06:25:19Z,2022-08-15T06:09:39Z,Desorbed NA,,,,10,,,,,,,,,NA,NEXP1_agg4n2_N_220725_8142022_10.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg4n2_N_220725_8142022_10.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg4n2_N_220725_8142022_10.qgd
5775,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T06:41:48Z,2022-08-15T06:56:34Z,2022-08-15T06:41:48Z,Desorbed NA,,,,11,,,,,,,,,NA,NEXP1_agg20_N_220725_8142022_11.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg20_N_220725_8142022_11.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg20_N_220725_8142022_11.qgd
5776,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T07:12:16Z,2022-08-15T07:27:48Z,2022-08-15T07:12:16Z,Desorbed NA,,,,12,,,,,,,,,NA,NEXP1_ten8_N_220725_8142022_12.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten8_N_220725_8142022_12.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_ten8_N_220725_8142022_12.qgd
5777,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T07:43:14Z,2022-08-15T07:58:54Z,2022-08-15T07:43:14Z,Desorbed NA,,,,13,,,,,,,,,NA,NEXP1_ten11n2redo_N_220725_8142022_13.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten11n2redo_N_220725_8142022_13.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_ten11n2redo_N_220725_8142022_13.qgd
5778,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T08:14:28Z,2022-08-15T08:30:09Z,2022-08-15T08:14:28Z,Desorbed NA,,,,14,,,,,,,,,NA,NEXP1_agg5n2redo_N_220725_8142022_14.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg5n2redo_N_220725_8142022_14.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg5n2redo_N_220725_8142022_14.qgd
5779,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T08:45:31Z,2022-08-15T09:01:00Z,2022-08-15T08:45:31Z,Desorbed NA,,,,15,,,,,,,,,NA,NEXP1_ten19n2_N_220725_8142022_15.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten19n2_N_220725_8142022_15.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_ten19n2_N_220725_8142022_15.qgd
5780,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T09:16:29Z,2022-08-15T09:32:06Z,2022-08-15T09:16:29Z,Desorbed NA,,,,16,,,,,,,,,NA,NEXP1_ten15_N_220725_8142022_16.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten15_N_220725_8142022_16.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_ten15_N_220725_8142022_16.qgd
5781,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T09:47:30Z,2022-08-15T10:03:06Z,2022-08-15T09:47:30Z,Desorbed NA,,,,17,,,,,,,,,NA,NEXP1_ten19_N_220725_8142022_17.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten19_N_220725_8142022_17.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_ten19_N_220725_8142022_17.qgd
5782,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T10:18:29Z,2022-08-15T10:34:06Z,2022-08-15T10:18:29Z,Desorbed NA,,,,18,,,,,,,,,NA,NEXP1_agg17_N_220725_8142022_18.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg17_N_220725_8142022_18.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg17_N_220725_8142022_18.qgd
5783,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T10:49:24Z,2022-08-15T11:05:04Z,2022-08-15T10:49:24Z,Desorbed NA,,,,19,,,,,,,,,NA,NEXP1_agg13n2_N_220725_8142022_19.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg13n2_N_220725_8142022_19.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg13n2_N_220725_8142022_19.qgd
5784,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T11:20:16Z,2022-08-15T11:35:54Z,2022-08-15T11:20:16Z,Desorbed NA,,,,20,,,,,,,,,NA,NEXP1_ten18_N_220725_8142022_20.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten18_N_220725_8142022_20.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_ten18_N_220725_8142022_20.qgd
5785,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T11:52:00Z,2022-08-15T12:06:44Z,2022-08-15T11:52:00Z,Desorbed NA,,,,21,,,,,,,,,NA,NEXP1_agg16_D_220725_8142022_21.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg16_D_220725_8142022_21.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg16_D_220725_8142022_21.qgd
5786,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T12:22:28Z,2022-08-15T12:38:07Z,2022-08-15T12:22:28Z,Desorbed NA,,,,22,,,,,,,,,NA,NEXP1_agg13_D_220725_8142022_22.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg13_D_220725_8142022_22.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg13_D_220725_8142022_22.qgd
5787,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T12:53:13Z,2022-08-15T13:08:53Z,2022-08-15T12:53:13Z,Desorbed NA,,,,23,,,,,,,,,NA,NEXP1_ten10_D_220725_8142022_23.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten10_D_220725_8142022_23.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_ten10_D_220725_8142022_23.qgd
5788,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T13:23:53Z,2022-08-15T13:39:31Z,2022-08-15T13:23:53Z,Desorbed NA,,,,24,,,,,,,,,NA,NEXP1_agg13n2_D_220725_8142022_24.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg13n2_D_220725_8142022_24.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg13n2_D_220725_8142022_24.qgd
5789,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T13:54:27Z,2022-08-15T14:10:08Z,2022-08-15T13:54:27Z,Desorbed NA,,,,25,,,,,,,,,NA,NEXP1_agg16n2_D_220725_8142022_25.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg16n2_D_220725_8142022_25.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg16n2_D_220725_8142022_25.qgd
5790,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T14:25:05Z,2022-08-15T14:40:46Z,2022-08-15T14:25:05Z,Desorbed NA,,,,26,,,,,,,,,NA,NEXP1_ten10n2_D_220725_8142022_26.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten10n2_D_220725_8142022_26.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_ten10n2_D_220725_8142022_26.qgd
5791,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T14:55:39Z,2022-08-15T15:11:19Z,2022-08-15T14:55:39Z,Desorbed NA,,,,27,,,,,,,,,NA,NEXP1_agg14_D_220725_8142022_27.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg14_D_220725_8142022_27.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg14_D_220725_8142022_27.qgd
5792,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T15:26:17Z,2022-08-15T15:41:48Z,2022-08-15T15:26:17Z,Desorbed NA,,,,28,,,,,,,,,NA,NEXP1_agg14n2_D_220725_8142022_28.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg14n2_D_220725_8142022_28.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg14n2_D_220725_8142022_28.qgd
5793,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T15:56:54Z,2022-08-15T16:12:29Z,2022-08-15T15:56:54Z,Desorbed NA,,,,29,,,,,,,,,NA,NEXP1_agg1_D_220725_8142022_29.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg1_D_220725_8142022_29.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg1_D_220725_8142022_29.qgd
5794,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T16:27:32Z,2022-08-15T16:43:15Z,2022-08-15T16:27:32Z,Desorbed NA,,,,30,,,,,,,,,NA,NEXP1_agg1n2_D_220725_8142022_30.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg1n2_D_220725_8142022_30.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg1n2_D_220725_8142022_30.qgd
5795,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T16:59:26Z,2022-08-15T17:14:05Z,2022-08-15T16:59:26Z,Desorbed NA,,,,31,,,,,,,,,NA,NEXP1_ten8n2_N_220725_8142022_31.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten8n2_N_220725_8142022_31.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_ten8n2_N_220725_8142022_31.qgd
5796,2022-08-14T18:21:01Z,PG_Ihyb_220814b_1.txt,2022-08-15T17:29:58Z,2022-08-15T17:45:38Z,2022-08-15T17:29:58Z,Desorbed NA,,,,32,,,,,,,,,NA,NEXP1_agg20n2_N_220725_8142022_32.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg20n2_N_220725_8142022_32.qgd,7d9aead9-94b5-463d-82e2-2873d27f4db7,1,NEXP1_agg20n2_N_220725_8142022_32.qgd
5797,2022-08-15T11:09:33Z,PG_Ihyb_220814b_2.txt,2022-08-15T18:14:19Z,2022-08-15T18:24:33Z,2022-08-15T18:14:19Z,Desorbed NA,,,,1,,,,,,,,,NA,NEXP1_ten18_D_220725_8152022_01.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten18_D_220725_8152022_01.qgd,47c2f918-4baf-45ff-aaa7-38718dca6da3,1,NEXP1_ten18_D_220725_8152022_01.qgd
5798,2022-08-15T11:09:33Z,PG_Ihyb_220814b_2.txt,2022-08-15T18:44:45Z,2022-08-15T19:00:25Z,2022-08-15T18:44:45Z,Desorbed NA,,,,2,,,,,,,,,NA,NEXP1_ten13_D_220725_8152022_02.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten13_D_220725_8152022_02.qgd,47c2f918-4baf-45ff-aaa7-38718dca6da3,1,NEXP1_ten13_D_220725_8152022_02.qgd
5799,2022-08-15T11:09:33Z,PG_Ihyb_220814b_2.txt,2022-08-15T19:16:44Z,2022-08-15T19:32:21Z,2022-08-15T19:16:44Z,Desorbed NA,,,,3,,,,,,,,,NA,NEXP1_ten18n2_D_220725_8152022_03.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten18n2_D_220725_8152022_03.qgd,47c2f918-4baf-45ff-aaa7-38718dca6da3,1,NEXP1_ten18n2_D_220725_8152022_03.qgd
5800,2022-08-15T11:09:33Z,PG_Ihyb_220814b_2.txt,2022-08-15T19:48:52Z,2022-08-15T20:04:31Z,2022-08-15T19:48:52Z,Desorbed NA,,,,4,,,,,,,,,NA,NEXP1_ten13n2_D_220725_8152022_04.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten13n2_D_220725_8152022_04.qgd,47c2f918-4baf-45ff-aaa7-38718dca6da3,1,NEXP1_ten13n2_D_220725_8152022_04.qgd
5801,2022-08-15T11:09:33Z,PG_Ihyb_220814b_2.txt,2022-08-15T20:21:15Z,2022-08-15T20:36:54Z,2022-08-15T20:21:15Z,Desorbed NA,,,,5,,,,,,,,,NA,NEXP1_agg7n2_D_220725_8152022_05.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg7n2_D_220725_8152022_05.qgd,47c2f918-4baf-45ff-aaa7-38718dca6da3,1,NEXP1_agg7n2_D_220725_8152022_05.qgd
5802,2022-08-15T11:09:33Z,PG_Ihyb_220814b_2.txt,2022-08-15T20:53:38Z,2022-08-15T21:09:21Z,2022-08-15T20:53:38Z,Desorbed NA,,,,6,,,,,,,,,NA,NEXP1_agg2n2_D_220725_8152022_06.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg2n2_D_220725_8152022_06.qgd,47c2f918-4baf-45ff-aaa7-38718dca6da3,1,NEXP1_agg2n2_D_220725_8152022_06.qgd
5803,2022-08-15T11:09:33Z,PG_Ihyb_220814b_2.txt,2022-08-15T21:26:25Z,2022-08-15T21:42:06Z,2022-08-15T21:26:25Z,Desorbed NA,,,,7,,,,,,,,,NA,NEXP1_agg7n1_D_220725_8152022_07.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg7n1_D_220725_8152022_07.qgd,47c2f918-4baf-45ff-aaa7-38718dca6da3,1,NEXP1_agg7n1_D_220725_8152022_07.qgd
5804,2022-08-15T11:09:33Z,PG_Ihyb_220814b_2.txt,2022-08-15T21:58:32Z,2022-08-15T22:14:12Z,2022-08-15T21:58:32Z,Desorbed NA,,,,8,,,,,,,,,NA,NEXP1_agg14n1_D_220725_8152022_08.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg14n1_D_220725_8152022_08.qgd,47c2f918-4baf-45ff-aaa7-38718dca6da3,1,NEXP1_agg14n1_D_220725_8152022_08.qgd
5805,2022-08-15T11:09:33Z,PG_Ihyb_220814b_2.txt,2022-08-15T22:31:06Z,2022-08-15T22:46:48Z,2022-08-15T22:31:06Z,Desorbed NA,,,,9,,,,,,,,,NA,NEXP1_ten6n1_N_220725_8152022_09.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten6n1_N_220725_8152022_09.qgd,47c2f918-4baf-45ff-aaa7-38718dca6da3,1,NEXP1_ten6n1_N_220725_8152022_09.qgd
5806,2022-08-15T11:09:33Z,PG_Ihyb_220814b_2.txt,2022-08-15T23:03:20Z,2022-08-15T23:19:03Z,2022-08-15T23:03:20Z,Desorbed NA,,,,10,,,,,,,,,NA,NEXP1_agg6n3_N_220725_8152022_10.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg6n3_N_220725_8152022_10.qgd,47c2f918-4baf-45ff-aaa7-38718dca6da3,1,NEXP1_agg6n3_N_220725_8152022_10.qgd
5856,2022-08-16T09:33:44Z,PG_Ihyb_220814b_5.txt,2022-08-16T16:38:39Z,2022-08-16T16:57:12Z,2022-08-16T16:38:39Z,NA NA,,,,1,,,,,,,,,NA,NEXP1_agg4n1_D_220725_8162022_01.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg4n1_D_220725_8162022_01.qgd,bc2493c0-e59c-4533-b2b4-52b83e83dc05,1,NEXP1_agg4n1_D_220725_8162022_01.qgd
5862,2022-08-16T09:33:44Z,PG_Ihyb_220814b_5.txt,2022-08-16T18:04:23Z,2022-08-16T18:20:05Z,2022-08-16T18:04:23Z,Desorbed NA,,,,2,,,,,,,,,NA,NEXP1_agg8n2_D_220725_8162022_02.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg8n2_D_220725_8162022_02.qgd,bc2493c0-e59c-4533-b2b4-52b83e83dc05,1,NEXP1_agg8n2_D_220725_8162022_02.qgd
5864,2022-08-16T09:33:44Z,PG_Ihyb_220814b_5.txt,2022-08-16T19:06:17Z,2022-08-16T19:21:23Z,2022-08-16T19:06:17Z,Desorbed NA,,,,4,,,,,,,,,NA,NEXP1_agg17_D_220725_8162022_04.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg17_D_220725_8162022_04.qgd,bc2493c0-e59c-4533-b2b4-52b83e83dc05,1,NEXP1_agg17_D_220725_8162022_04.qgd
5865,2022-08-16T09:33:44Z,PG_Ihyb_220814b_5.txt,2022-08-16T19:36:50Z,2022-08-16T19:52:26Z,2022-08-16T19:36:50Z,Desorbed NA,,,,5,,,,,,,,,NA,NEXP1_ten6_D_220725_8162022_05.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten6_D_220725_8162022_05.qgd,bc2493c0-e59c-4533-b2b4-52b83e83dc05,1,NEXP1_ten6_D_220725_8162022_05.qgd
5866,2022-08-16T09:33:44Z,PG_Ihyb_220814b_5.txt,2022-08-16T20:08:53Z,2022-08-16T20:23:34Z,2022-08-16T20:08:53Z,Desorbed NA,,,,6,,,,,,,,,NA,NEXP1_ten15n2_D_220725_8162022_06.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten15n2_D_220725_8162022_06.qgd,bc2493c0-e59c-4533-b2b4-52b83e83dc05,1,NEXP1_ten15n2_D_220725_8162022_06.qgd
5869,2022-08-16T09:33:44Z,PG_Ihyb_220814b_5.txt,2022-08-16T21:41:51Z,2022-08-16T21:57:29Z,2022-08-16T21:41:51Z,Desorbed NA,,,,9,,,,,,,,,NA,NEXP1_ten12n1_D_220725_8162022_09.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten12n1_D_220725_8162022_09.qgd,bc2493c0-e59c-4533-b2b4-52b83e83dc05,1,NEXP1_ten12n1_D_220725_8162022_09.qgd
5870,2022-08-16T09:33:44Z,PG_Ihyb_220814b_5.txt,2022-08-16T22:13:17Z,2022-08-16T22:28:46Z,2022-08-16T22:13:17Z,Desorbed NA,,,,10,,,,,,,,,NA,NEXP1_agg2n1_D_220725_8162022_10.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_agg2n1_D_220725_8162022_10.qgd,bc2493c0-e59c-4533-b2b4-52b83e83dc05,1,NEXP1_agg2n1_D_220725_8162022_10.qgd
5875,2022-08-16T09:33:44Z,PG_Ihyb_220814b_5.txt,2022-08-16T23:47:53Z,2022-08-17T00:03:28Z,2022-08-16T23:47:53Z,Desorbed NA,,,,13,,,,,,,,,skip-rename,NEXP1_ten2n2_D_220725_8162022_13.qgd,NEXP1_ten11n2_D_220725_8162022_15.qgd,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_ten2n2_D_220725_8162022_13.qgd,bc2493c0-e59c-4533-b2b4-52b83e83dc05,1,NEXP1_ten11n2_D_220725_8162022_15.qgd
7716,2022-08-16T20:51:49Z,NEXP1_220816b_1.txt,NA,2022-08-17T04:05:27Z,2022-08-17T04:05:27Z,NA NA,,,,1,,,,,,,,,mismatch-leak,NEXP1_816T1_D_220725_8162022_01.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_816T1_D_220725_8162022_01.qgd,NA,1105,NEXP1_816T1_D_220725_8162022_01.qgd
5878,2022-08-16T20:51:49Z,NEXP1_220816b_1.txt,2022-08-17T04:34:08Z,2022-08-17T04:49:12Z,2022-08-17T04:34:08Z,Desorbed NA,,,,2,,,,,,,,,NA,NEXP1_816T2_D_220725_8162022_02.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_816T2_D_220725_8162022_02.qgd,e6bd87ff-5887-47f3-a21d-daec3780fa49,1,NEXP1_816T2_D_220725_8162022_02.qgd
5879,2022-08-16T20:51:49Z,NEXP1_220816b_1.txt,2022-08-17T05:04:36Z,2022-08-17T05:20:14Z,2022-08-17T05:04:36Z,Desorbed NA,,,,3,,,,,,,,,NA,NEXP1_816T3_D_220725_8162022_03.qgd,NA,Janelle Bohey : Diane Campbell,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/NEXP1_816T3_D_220725_8162022_03.qgd,e6bd87ff-5887-47f3-a21d-daec3780fa49,1,NEXP1_816T3_D_220725_8162022_03.qgd
