index,sequence.start,batch,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,desorb.Start.diff,Mixup,nameBlank,kBlank,Cluster,n_peaks,verdict,FileName,sample,user,FullName,id,fuzzy_n,sample2
5114,2022-07-26T18:50:54Z,PG_Lagg_220726a_2.txt,2022-07-27T05:03:19Z,2022-07-27T05:19:09Z,2022-07-27T05:03:19Z,Desorbed NA,,,,7,,,,,,,,,NA,Lagg_320_N_220721_7262022_07.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_320_N_220721_7262022_07.qgd,c1fbdccf-ce43-4b38-a98f-8a9799542763,1,Lagg_320_N_220721_7262022_07.qgd
5115,2022-07-26T18:50:54Z,PG_Lagg_220726a_2.txt,2022-07-27T05:34:21Z,2022-07-27T05:50:14Z,2022-07-27T05:34:21Z,Desorbed NA,,,,8,,,,,,,,,NA,Lagg_AIRJK_N_220721_7262022_08.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_AIRJK_N_220721_7262022_08.qgd,c1fbdccf-ce43-4b38-a98f-8a9799542763,1,Lagg_AIRJK_N_220721_7262022_08.qgd
5116,2022-07-26T18:50:54Z,PG_Lagg_220726a_2.txt,2022-07-27T06:05:22Z,2022-07-27T06:21:15Z,2022-07-27T06:05:22Z,Desorbed NA,,,,9,,,,,,,,,NA,Lagg_539_N_220721_7262022_09.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_539_N_220721_7262022_09.qgd,c1fbdccf-ce43-4b38-a98f-8a9799542763,1,Lagg_539_N_220721_7262022_09.qgd
5117,2022-07-26T18:50:54Z,PG_Lagg_220726a_2.txt,2022-07-27T06:36:22Z,2022-07-27T06:52:12Z,2022-07-27T06:36:22Z,Desorbed NA,,,,10,,,,,,,,,NA,Lagg_540_N_220721_7262022_10.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_540_N_220721_7262022_10.qgd,c1fbdccf-ce43-4b38-a98f-8a9799542763,1,Lagg_540_N_220721_7262022_10.qgd
5118,2022-07-26T18:50:54Z,PG_Lagg_220726a_2.txt,2022-07-27T07:08:13Z,2022-07-27T07:23:03Z,2022-07-27T07:08:13Z,Desorbed NA,,,,11,,,,,,,,,NA,Lagg_563_D_220721_7262022_11.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_563_D_220721_7262022_11.qgd,c1fbdccf-ce43-4b38-a98f-8a9799542763,1,Lagg_563_D_220721_7262022_11.qgd
5119,2022-07-26T18:50:54Z,PG_Lagg_220726a_2.txt,2022-07-27T07:38:41Z,2022-07-27T07:54:31Z,2022-07-27T07:38:41Z,Desorbed NA,,,,12,,,,,,,,,NA,Lagg_548_D_220721_7262022_12.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_548_D_220721_7262022_12.qgd,c1fbdccf-ce43-4b38-a98f-8a9799542763,1,Lagg_548_D_220721_7262022_12.qgd
5120,2022-07-26T18:50:54Z,PG_Lagg_220726a_2.txt,2022-07-27T08:09:23Z,2022-07-27T08:25:12Z,2022-07-27T08:09:23Z,Desorbed NA,,,,13,,,,,,,,,NA,Lagg_AIRJP_D_220721_7262022_13.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_AIRJP_D_220721_7262022_13.qgd,c1fbdccf-ce43-4b38-a98f-8a9799542763,1,Lagg_AIRJP_D_220721_7262022_13.qgd
5121,2022-07-26T18:50:54Z,PG_Lagg_220726a_2.txt,2022-07-27T08:40:02Z,2022-07-27T08:55:50Z,2022-07-27T08:40:02Z,Desorbed NA,,,,14,,,,,,,,,NA,Lagg_297_D_220721_7262022_14.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_297_D_220721_7262022_14.qgd,c1fbdccf-ce43-4b38-a98f-8a9799542763,1,Lagg_297_D_220721_7262022_14.qgd
7684,2022-07-27T09:00:45Z,PG_Lagg_220726a_2.txt,2022-07-27T16:04:35Z,2022-07-27T09:26:20Z,2022-07-27T09:26:20Z,NA NA,,,,15,,,,,,,,,mismatch,Lagg_2100_D_220721_7262022_15.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_2100_D_220721_7262022_15.qgd,NA,1105,Lagg_2100_D_220721_7262022_15.qgd
5123,2022-07-27T09:00:45Z,PG_Lagg_220726a_2.txt,2022-07-27T16:35:02Z,2022-07-27T16:50:53Z,2022-07-27T16:35:02Z,Desorbed NA,,,,2,,,,,,,,,NA,Lagg_325_D_220721_7262022_16.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_325_D_220721_7262022_16.qgd,c9bb4479-5bd3-4ecd-9cbc-5a322ddb0465,1,Lagg_325_D_220721_7262022_16.qgd
5124,2022-07-27T09:00:45Z,PG_Lagg_220726a_2.txt,2022-07-27T17:05:43Z,2022-07-27T17:21:35Z,2022-07-27T17:05:43Z,Desorbed NA,,,,3,,,,,,,,,NA,Lagg_AIRDH_D_220721_7262022_17.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_AIRDH_D_220721_7262022_17.qgd,c9bb4479-5bd3-4ecd-9cbc-5a322ddb0465,1,Lagg_AIRDH_D_220721_7262022_17.qgd
5125,2022-07-27T09:00:45Z,PG_Lagg_220726a_2.txt,2022-07-27T17:36:51Z,2022-07-27T17:52:39Z,2022-07-27T17:36:51Z,Desorbed NA,,,,4,,,,,,,,,NA,Lagg_317_D_220721_7262022_18.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_317_D_220721_7262022_18.qgd,c9bb4479-5bd3-4ecd-9cbc-5a322ddb0465,1,Lagg_317_D_220721_7262022_18.qgd
5126,2022-07-27T09:00:45Z,PG_Lagg_220726a_2.txt,2022-07-27T18:08:07Z,2022-07-27T18:23:54Z,2022-07-27T18:08:07Z,Desorbed NA,,,,5,,,,,,,,,NA,Lagg_584_D_220721_7262022_19.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_584_D_220721_7262022_19.qgd,c9bb4479-5bd3-4ecd-9cbc-5a322ddb0465,1,Lagg_584_D_220721_7262022_19.qgd
5127,2022-07-27T09:00:45Z,PG_Lagg_220726a_2.txt,2022-07-27T18:39:35Z,2022-07-27T18:55:27Z,2022-07-27T18:39:35Z,Desorbed NA,,,,6,,,,,,,,,NA,Lagg_320_D_220721_7262022_20.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_320_D_220721_7262022_20.qgd,c9bb4479-5bd3-4ecd-9cbc-5a322ddb0465,1,Lagg_320_D_220721_7262022_20.qgd
5128,2022-07-27T09:00:45Z,PG_Lagg_220726a_2.txt,2022-07-27T19:12:20Z,2022-07-27T19:27:08Z,2022-07-27T19:12:20Z,Desorbed NA,,,,7,,,,,,,,,NA,Lagg_607_N_220721_7262022_21.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_607_N_220721_7262022_21.qgd,c9bb4479-5bd3-4ecd-9cbc-5a322ddb0465,1,Lagg_607_N_220721_7262022_21.qgd
5129,2022-07-27T09:00:45Z,PG_Lagg_220726a_2.txt,2022-07-27T19:43:18Z,2022-07-27T19:58:59Z,2022-07-27T19:43:18Z,Desorbed NA,,,,8,,,,,,,,,NA,Lagg_323_N_220721_7262022_22.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_323_N_220721_7262022_22.qgd,c9bb4479-5bd3-4ecd-9cbc-5a322ddb0465,1,Lagg_323_N_220721_7262022_22.qgd
5130,2022-07-27T09:00:45Z,PG_Lagg_220726a_2.txt,2022-07-27T20:15:22Z,2022-07-27T20:31:00Z,2022-07-27T20:15:22Z,Desorbed NA,,,,9,,,,,,,,,NA,Lagg_76_N_220721_7262022_23.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_76_N_220721_7262022_23.qgd,c9bb4479-5bd3-4ecd-9cbc-5a322ddb0465,1,Lagg_76_N_220721_7262022_23.qgd
5131,2022-07-27T09:00:45Z,PG_Lagg_220726a_2.txt,2022-07-27T20:47:37Z,2022-07-27T21:03:36Z,2022-07-27T20:47:37Z,NA Leak Test Pressurise Failed,,,,10,,,,,,,,,leak-blank,Lagg_AIRDH_N_220721_7262022_24.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_AIRDH_N_220721_7262022_24.qgd,c9bb4479-5bd3-4ecd-9cbc-5a322ddb0465,1,Lagg_AIRDH_N_220721_7262022_24.qgd
5132,2022-07-27T09:00:45Z,PG_Lagg_220726a_2.txt,2022-07-27T21:19:52Z,2022-07-27T21:35:08Z,2022-07-27T21:19:52Z,Desorbed NA,,,,11,,,,,,,,,NA,Lagg_598_N_220721_7262022_25.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_598_N_220721_7262022_25.qgd,c9bb4479-5bd3-4ecd-9cbc-5a322ddb0465,1,Lagg_598_N_220721_7262022_25.qgd
5133,2022-07-27T09:00:45Z,PG_Lagg_220726a_2.txt,2022-07-27T21:51:24Z,2022-07-27T22:07:16Z,2022-07-27T21:51:24Z,Desorbed NA,,,,12,,,,,,,,,NA,Lagg_320_N_220721_7262022_26.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_320_N_220721_7262022_26.qgd,c9bb4479-5bd3-4ecd-9cbc-5a322ddb0465,1,Lagg_320_N_220721_7262022_26.qgd
5134,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-27T23:12:46Z,2022-07-27T23:21:12Z,2022-07-27T23:12:46Z,Desorbed NA,,,,1,,,,,,,,,NA,Lagg_613_N_220721_7272022_01.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_613_N_220721_7272022_01.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_613_N_220721_7272022_01.qgd
5135,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-27T23:43:11Z,2022-07-27T23:59:04Z,2022-07-27T23:43:11Z,Desorbed NA,,,,2,,,,,,,,,NA,Lagg_614_N_220721_7272022_02.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_614_N_220721_7272022_02.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_614_N_220721_7272022_02.qgd
5136,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T00:15:54Z,2022-07-28T00:31:45Z,2022-07-28T00:15:54Z,Desorbed NA,,,,3,,,,,,,,,NA,Lagg_344_N_220721_7272022_03.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_344_N_220721_7272022_03.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_344_N_220721_7272022_03.qgd
5137,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T00:48:00Z,2022-07-28T01:03:53Z,2022-07-28T00:48:00Z,Desorbed NA,,,,4,,,,,,,,,NA,Lagg_615_N_220721_7272022_04.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_615_N_220721_7272022_04.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_615_N_220721_7272022_04.qgd
5138,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T01:19:55Z,2022-07-28T01:35:43Z,2022-07-28T01:19:55Z,Desorbed NA,,,,5,,,,,,,,,NA,Lagg_601_N_220721_7272022_05.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_601_N_220721_7272022_05.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_601_N_220721_7272022_05.qgd
5139,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T01:51:34Z,2022-07-28T02:07:23Z,2022-07-28T01:51:34Z,Desorbed NA,,,,6,,,,,,,,,NA,Lagg_599_N_220721_7272022_06.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_599_N_220721_7272022_06.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_599_N_220721_7272022_06.qgd
5140,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T02:23:06Z,2022-07-28T02:38:55Z,2022-07-28T02:23:06Z,Desorbed NA,,,,7,,,,,,,,,NA,Lagg_608_N_220721_7272022_07.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_608_N_220721_7272022_07.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_608_N_220721_7272022_07.qgd
5141,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T02:54:32Z,2022-07-28T03:10:23Z,2022-07-28T02:54:32Z,Desorbed NA,,,,8,,,,,,,,,NA,Lagg_near85_N_220721_7272022_08.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_near85_N_220721_7272022_08.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_near85_N_220721_7272022_08.qgd
5142,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T03:25:46Z,2022-07-28T03:41:27Z,2022-07-28T03:25:46Z,Desorbed NA,,,,9,,,,,,,,,NA,Lagg_616_N_220721_7272022_09.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_616_N_220721_7272022_09.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_616_N_220721_7272022_09.qgd
5143,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T03:56:53Z,2022-07-28T04:12:46Z,2022-07-28T03:56:53Z,Desorbed NA,,,,10,,,,,,,,,NA,Lagg_AIRAA_N_220721_7272022_10.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_AIRAA_N_220721_7272022_10.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_AIRAA_N_220721_7272022_10.qgd
5144,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T04:28:58Z,2022-07-28T04:43:55Z,2022-07-28T04:28:58Z,Desorbed NA,,,,11,,,,,,,,,NA,Lagg_566_D_220721_7272022_11.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_566_D_220721_7272022_11.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_566_D_220721_7272022_11.qgd
5145,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T04:59:24Z,2022-07-28T05:15:16Z,2022-07-28T04:59:24Z,Desorbed NA,,,,12,,,,,,,,,NA,Lagg_322_D_220721_7272022_12.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_322_D_220721_7272022_12.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_322_D_220721_7272022_12.qgd
5146,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T05:30:19Z,2022-07-28T05:46:01Z,2022-07-28T05:30:19Z,Desorbed NA,,,,13,,,,,,,,,NA,Lagg_568_D_220721_7272022_13.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_568_D_220721_7272022_13.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_568_D_220721_7272022_13.qgd
5147,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T06:01:07Z,2022-07-28T06:17:00Z,2022-07-28T06:01:07Z,Desorbed NA,,,,14,,,,,,,,,NA,Lagg_541_D_220721_7272022_14.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_541_D_220721_7272022_14.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_541_D_220721_7272022_14.qgd
5148,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T06:32:07Z,2022-07-28T06:47:51Z,2022-07-28T06:32:07Z,Desorbed NA,,,,15,,,,,,,,,NA,Lagg_283_N_220721_7272022_15.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_283_N_220721_7272022_15.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_283_N_220721_7272022_15.qgd
5149,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T07:02:51Z,2022-07-28T07:18:28Z,2022-07-28T07:02:51Z,Desorbed NA,,,,16,,,,,,,,,NA,Lagg_590_N_220721_7272022_16.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_590_N_220721_7272022_16.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_590_N_220721_7272022_16.qgd
5150,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T07:33:28Z,2022-07-28T07:49:23Z,2022-07-28T07:33:28Z,Desorbed NA,,,,17,,,,,,,,,NA,Lagg_341_N_220721_7272022_17.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_341_N_220721_7272022_17.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_341_N_220721_7272022_17.qgd
5151,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T08:04:19Z,2022-07-28T08:20:13Z,2022-07-28T08:04:19Z,Desorbed NA,,,,18,,,,,,,,,NA,Lagg_566_N_220721_7272022_18.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_566_N_220721_7272022_18.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_566_N_220721_7272022_18.qgd
5152,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T08:35:13Z,2022-07-28T08:50:58Z,2022-07-28T08:35:13Z,Desorbed NA,,,,19,,,,,,,,,NA,Lagg_554_N_220721_7272022_19.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_554_N_220721_7272022_19.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_554_N_220721_7272022_19.qgd
5153,2022-07-27T16:07:57Z,PG_Lagg_220726a_3.txt,2022-07-28T09:05:58Z,2022-07-28T09:21:48Z,2022-07-28T09:05:58Z,Desorbed NA,,,,20,,,,,,,,,NA,Lagg_543_N_220721_7272022_20.qgd,NA,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2022/Lagg_543_N_220721_7272022_20.qgd,7093cc50-ae29-4dbe-9362-ac1305317e01,1,Lagg_543_N_220721_7272022_20.qgd
