Filename,site,Sample,d_n,date,run_date,gc_n,file,batch,n
Lagg_548_D_220721_7282022_13.qgd,Lagg,548,D,220721,7282022,13,qgd,PG_Lagg_220727.txt,313
Lagg_601_D_220721_7282022_14.qgd,Lagg,601,D,220721,7282022,14,qgd,PG_Lagg_220727.txt,323
Lagg_550_N_220721_7282022_15.qgd,Lagg,550,N,220721,7282022,15,qgd,PG_Lagg_220727.txt,319
Lagg_317_N_220721_7282022_16.qgd,Lagg,317,N,220721,7282022,16,qgd,PG_Lagg_220727.txt,318
Lagg_AIRDH_N_220721_7282022_17.qgd,Lagg,AIRDH,N,220721,7282022,17,qgd,PG_Lagg_220727.txt,325
Lagg_546_N_220721_7282022_18.qgd,Lagg,546,N,220721,7282022,18,qgd,PG_Lagg_220727.txt,337
Lagg_AIRJP2_N_220721_7282022_19.qgd,Lagg,AIRJP2,N,220721,7282022,19,qgd,PG_Lagg_220727.txt,322
Lagg_596_N_220721_7282022_20.qgd,Lagg,596,N,220721,7282022,20,qgd,PG_Lagg_220727.txt,337
Lagg_589_N_220721_7282022_21.qgd,Lagg,589,N,220721,7282022,21,qgd,PG_Lagg_220727.txt,336
Lagg_293_N_220721_7282022_22.qgd,Lagg,293,N,220721,7282022,22,qgd,PG_Lagg_220727.txt,327
Lagg_588_N_220721_7282022_23.qgd,Lagg,588,N,220721,7282022,23,qgd,PG_Lagg_220727.txt,338
Lagg_415_N_220721_7282022_24.qgd,Lagg,415,N,220721,7282022,24,qgd,PG_Lagg_220727.txt,331
Lagg_415_N_220721_7282022_25.qgd,Lagg,415,N,220721,7282022,25,qgd,PG_Lagg_220727.txt,306
Ihyb_T26__220721_7282022_26.qgd,Ihyb,101A,N,220711,7282022,26,qgd,PG_Lagg_220727.txt,317
Ihyb_T27__220722_7282022_27.qgd,Ihyb,512A,N,220711,7282022,27,qgd,PG_Lagg_220727.txt,312
Ihyb_T28__220723_7282022_28.qgd,Ihyb,707A,N,220711,7282022,28,qgd,PG_Lagg_220727.txt,313
Ihyb_T29__220724_7282022_29.qgd,Ihyb,509A,N,220711,7282022,29,qgd,PG_Lagg_220727.txt,318
Ihyb_T30__220725_7282022_30.qgd,Ihyb,729A,N,220711,7282022,30,qgd,PG_Lagg_220727.txt,333
Ihyb_T31__220726_7282022_31.qgd,Ihyb,737A,N,220711,7282022,31,qgd,PG_Lagg_220727.txt,317
Ihyb_T32__220727_7282022_32.qgd,Ihyb,731A,N,220711,7282022,32,qgd,PG_Lagg_220727.txt,327
