time,species,name,high,low,HighLowRatio,term,df,sumsq,meansq,statistic,p.value,significant
N,agg,(E)-b-ocimene,1916370.6745777554,1171960.562223965,61.15521270341865,treatment,1,2770732076872.922,2770732076872.922,1.3860528125217038,0.2544060309739898,FALSE
N,agg,a-pinene,375020.66168512043,187401.03976690077,49.970857318855884,treatment,1,176005612643.67838,176005612643.67838,2.78456081760428,0.11247741379813847,FALSE
N,agg,(E)-4-oxohex-2-enal,8824.152108109844,1429.29154589372,16.197494426463123,treatment,1,273419813.6730969,273419813.6730969,4.017055848295432,0.06032517238387265,FALSE
N,agg,(E)-hex-2-enal,5939.762564116367,3165.138572274821,53.287291168778985,treatment,1,38492691.480513565,38492691.480513565,0.9272752150273839,0.3483310954458122,FALSE
N,agg,"(4E,6Z)-alloocimene",33051.59026212005,20071.542972536718,60.727919030088,treatment,1,842408138.1990979,842408138.1990979,1.5195486269141374,0.23354611500867797,FALSE
N,agg,cosmene,13392.899073226403,6980.820673279707,52.123297839487115,treatment,1,205573747.03531453,205573747.03531453,2.2876535278168135,0.14776611860526254,FALSE
N,agg,verbenone,2013.9420364374687,1332.6817387566693,66.17279517706955,treatment,1,2320577.9659806546,2320577.9659806546,0.4843136766648695,0.49536323061049514,FALSE
N,agg,b-caryophyllene,3914.2457713644108,5873.636023140425,150.05792600225556,treatment,1,19196050.79377436,19196050.79377436,0.713069574301383,0.40951018438233455,FALSE
N,agg,linalool,9004.619564414914,6301.693854623077,69.98289943893413,treatment,1,36529036.96326852,36529036.96326852,0.1292779328014884,0.7233655217785481,FALSE
N,agg,(Z)-b-ocimene,156885.22715434374,101896.67195366525,64.94981956039703,treatment,1,15118706015.290302,15118706015.290302,1.2234001973595863,0.2832587531124904,FALSE
N,agg,a-farnesene,916817.0239432474,508488.84856480605,55.46241346804249,treatment,1,833659494039.4352,833659494039.4352,1.207449608773106,0.2863186955961336,FALSE
N,agg,"p-mentha-1,3,8-triene",19409.552976294734,15400.91064671846,79.34706515666741,treatment,1,80346066.63235347,80346066.63235347,0.4097508192510833,0.5301605302949213,FALSE
N,agg,3-Furaldehyde,25475.35891429918,32343.5233981599,126.96003030601331,treatment,1,235858416.88682893,235858416.88682893,1.3634980220105912,0.25816746940136276,FALSE
N,agg,"tricyclo[5.2.1.02,6]dec-2-ene",6178.953328486268,2616.099255446273,42.338873857251976,treatment,1,63469645.7288884,63469645.7288884,2.401738464324012,0.13860381908947703,FALSE
N,agg,"Tricyclo[3.1.0.0(2,4)]hexane, 3,6-diethyl-3,6-dimethyl-, trans-",23620.57489804881,13817.485852446978,58.49766956175304,treatment,1,480502774.17999285,480502774.17999285,0.6170448787079613,0.44236537930952935,FALSE
N,agg,"(3E)-4,8-dimethylnona-1,3,7-triene",2216.690512758509,1594.765834278069,71.94354940841514,treatment,1,1933951.528514994,1933951.528514994,0.6069908481700715,0.4460457882508606,FALSE
N,agg,2-Decanone,10989.030827324805,11072.943575092188,100.76360462615801,treatment,1,35206.74618936083,35206.74618936083,0.0014277487998885661,0.9702745720807433,FALSE
N,agg,D-limonene,57280.04067827143,77527.40458990438,135.34802641876192,treatment,1,2049778726.8504832,2049778726.8504832,1.2236775591963829,0.28320593399093325,FALSE
N,agg,a-terpineol,845.8734299516909,778.5193101225017,92.03732881962779,treatment,1,22682.88728982396,22682.88728982396,0.027171696111097213,0.8709082337994288,FALSE
N,agg,"3-ethenyl-1,2-dimethylcyclohexa-1,4-diene",5710.657318271518,4302.747800890387,75.3459288674798,treatment,1,9911046.045661828,9911046.045661828,0.6707183827676141,0.42351229458029416,FALSE
N,agg,"Benzenebutanoic acid, .gamma.-oxo-",69005.18194290673,94773.74024496193,137.34293219221638,treatment,1,3320092984.8320894,3320092984.8320894,0.5558515883446493,0.46556173586258365,FALSE
N,agg,(E)-hex-3-en-1-ol,12593.727881297447,7778.846511627907,61.76762420903209,treatment,1,115915413.01995409,115915413.01995409,0.25001048950155824,0.6231252170736199,FALSE
N,agg,"2,6-Octadienal, 3,7-dimethyl-, (E)-",1783.6607338320541,1172.215700483092,65.7196561122181,treatment,1,1869325.1440355687,1869325.1440355687,0.2929453835019385,0.5949752763049061,FALSE
N,agg,indole,6765.240515671281,10669.755500566407,157.7143558436769,treatment,1,76226186.33635272,76226186.33635272,0.20150570809054613,0.658865694069612,FALSE
N,ten,b-myrcene,112295.52530415065,74680.91060078116,66.50390600917454,treatment,1,7074296196.414697,7074296196.414697,1.346238818483988,0.26109526496181706,FALSE
N,ten,(E)-b-ocimene,1223908.6246804646,1104453.6192263523,90.23987550661315,treatment,1,71347491640.21017,71347491640.21017,0.04654658610470015,0.8316111880281981,FALSE
N,ten,a-pinene,547152.9154770044,183402.36118670515,33.51939759414718,treatment,1,661572328732.4998,661572328732.4998,2.3692329755271357,0.14114244739187773,FALSE
N,ten,(E)-4-oxohex-2-enal,4456.503221009334,1219.7081406105458,27.369174442878546,treatment,1,52384211.96246898,52384211.96246898,7.104753773430383,0.01576440952272983,TRUE
N,ten,(E)-hex-2-enal,4182.31156462585,1334.2746633775312,31.902804053693103,treatment,1,40556570.95436062,40556570.95436062,3.6835124286627767,0.07094906380254361,FALSE
N,ten,"(4E,6Z)-alloocimene",19957.782003810626,19463.039439071566,97.5210543704476,treatment,1,1223851.0268229293,1223851.0268229293,0.002573331166915817,0.9601009498164598,FALSE
N,ten,cosmene,9199.085316898583,6489.155624375111,70.5413136288086,treatment,1,36718594.69210179,36718594.69210179,1.1736607527295249,0.29294944034569,FALSE
N,ten,verbenone,5851.3500818298335,1155.258443313804,19.743451120814356,treatment,1,110266383.38670085,110266383.38670085,1.5021571756085956,0.23613477730854274,FALSE
N,ten,b-caryophyllene,8840.382965362754,3735.430419878713,42.254169695073095,treatment,1,130302702.45822005,130302702.45822005,3.642605858892031,0.07239621856487462,FALSE
N,ten,linalool,6261.409868875086,4150.4142255113575,66.28561797467849,treatment,1,22281513.03150324,22281513.03150324,0.4204515407224561,0.5248983669035524,FALSE
N,ten,(Z)-b-ocimene,106442.18384075166,92776.56806632466,87.16146617691332,treatment,1,933745272.4713438,933745272.4713438,0.08604396103466921,0.7726230983646003,FALSE
N,ten,a-farnesene,1471413.3814940308,972901.2580912735,66.12018555271106,treatment,1,1242571685897.6304,1242571685897.6304,0.4604129226722455,0.5060618876395417,FALSE
N,ten,"p-mentha-1,3,8-triene",13693.906771263948,12135.604285687588,88.62046812786554,treatment,1,12141533.182767367,12141533.182767367,0.09207877627456758,0.7650302713211644,FALSE
N,ten,3-Furaldehyde,23490.65412650264,30438.500222951065,129.5770652406385,treatment,1,241362826.89966804,241362826.89966804,1.0570154147224438,0.3175152428027377,FALSE
N,ten,"tricyclo[5.2.1.02,6]dec-2-ene",2554.802118863049,3691.184141601024,144.48023642800536,treatment,1,6456820.508010254,6456820.508010254,0.46737943884318595,0.5029017368175085,FALSE
N,ten,"Tricyclo[3.1.0.0(2,4)]hexane, 3,6-diethyl-3,6-dimethyl-, trans-",28236.78703053314,29096.476728337955,103.04457336762576,treatment,1,3695331.8825586564,3695331.8825586564,0.003053488953928572,0.9565413505268625,FALSE
N,ten,"(3E)-4,8-dimethylnona-1,3,7-triene",6671.102991133764,840.7459260037938,12.602802371979388,treatment,1,169965317.53455478,169965317.53455478,2.4100170234819434,0.1379661232237309,FALSE
N,ten,2-Decanone,9288.387136276822,10943.79583438455,117.82234820556032,treatment,1,13701889.788853578,13701889.788853578,1.0396448910219265,0.32141377515828573,FALSE
N,ten,D-limonene,80453.75917266805,51517.082891822945,64.03315820365601,treatment,1,4186656170.912118,4186656170.912118,2.1310541754958736,0.16157474201777672,FALSE
N,ten,a-terpineol,761.8312195602879,724.7198550724637,95.12866320846709,treatment,1,6886.266870740641,6886.266870740641,0.011981134487077622,0.9140500144665661,FALSE
N,ten,"3-ethenyl-1,2-dimethylcyclohexa-1,4-diene",4553.201171480388,3910.387940832936,85.88216934771512,treatment,1,2066044.247477077,2066044.247477077,0.22492491254058883,0.6410151552770272,FALSE
N,ten,"Benzenebutanoic acid, .gamma.-oxo-",88859.1630988951,62425.112551369384,70.25174486720503,treatment,1,3493795141.745724,3493795141.745724,0.42964249051121034,0.5204547265671965,FALSE
N,ten,(E)-hex-3-en-1-ol,6245.09283446712,796.2944444444443,12.750722295906275,treatment,1,148447019.4755685,148447019.4755685,7.26243492300929,0.014811478206991543,TRUE
N,ten,"2,6-Octadienal, 3,7-dimethyl-, (E)-",2414.087596899225,6714.907858978311,278.1551037171673,treatment,1,92485274.63355023,92485274.63355023,1.3449520411862608,0.26131529718965524,FALSE
N,ten,indole,6949.866740311224,4359.608941309487,62.72938898270527,treatment,1,33547177.3264466,33547177.3264466,2.4965195079935794,0.13151024754031873,FALSE
